year,mergecode,districtcode,black,hispanic,white,lowincome,droprate,totalenroll,charter,NCESSchoolID,hybridper,virtualper,inpersonper,schoolmode,state,year_21
17,761-4560georgia,761georgia,51.0,6.0,36.0,37.0,2.7,1481,0,130012000000.0,0.0,0.0,1.0,0.0,georgia,0
18,761-4560georgia,761georgia,47.0,8.0,39.0,31.0,3.3,1424,0,130012000000.0,0.0,0.0,1.0,0.0,georgia,0
19,761-4560georgia,761georgia,43.0,8.0,43.0,29.0,2.4,1500,0,130012000000.0,0.0,0.0,1.0,0.0,georgia,0
21,761-4560georgia,761georgia,38.0,8.0,47.0,10.0,4.0,1575,0,130012000000.0,0.0,1.0,0.0,1.0,georgia,1
17,766-1050georgia,766georgia,30.0,16.0,47.0,47.0,1.6,1625,0,130087000000.0,0.0,0.0,1.0,0.0,georgia,0
18,766-1050georgia,766georgia,28.0,19.0,47.0,47.0,2.0,1650,0,130087000000.0,0.0,0.0,1.0,0.0,georgia,0
19,766-1050georgia,766georgia,29.0,17.0,47.0,45.0,1.6,1688,0,130087000000.0,0.0,0.0,1.0,0.0,georgia,0
21,766-1050georgia,766georgia,30.0,18.0,45.0,37.0,1.6,1750,0,130087000000.0,0.0,0.0,1.0,0.0,georgia,1
17,767-2050georgia,767georgia,23.0,16.0,55.0,46.0,1.3,1308,0,130090000000.0,0.0,0.0,1.0,0.0,georgia,0
18,767-2050georgia,767georgia,22.0,17.0,55.0,40.0,1.1,1455,0,130090000000.0,0.0,0.0,1.0,0.0,georgia,0
19,767-2050georgia,767georgia,23.0,17.0,54.0,41.0,2.0,1500,0,130090000000.0,0.0,0.0,1.0,0.0,georgia,0
21,767-2050georgia,767georgia,21.0,21.0,51.0,36.0,2.6,1538,0,130090000000.0,1.0,0.0,0.0,0.5,georgia,1
17,772-0110georgia,772georgia,8.0,76.0,13.0,83.0,12.9,434,0,130162000000.0,0.0,0.0,1.0,0.0,georgia,0
18,772-0110georgia,772georgia,5.0,80.0,13.0,78.0,15.5,445,0,130162000000.0,0.0,0.0,1.0,0.0,georgia,0
19,772-0110georgia,772georgia,6.0,78.0,12.0,79.0,19.5,446,0,130162000000.0,0.0,0.0,1.0,0.0,georgia,0
21,772-0110georgia,772georgia,5.0,82.0,9.0,85.0,28.3,304,0,130162000000.0,0.0,0.0,1.0,0.0,georgia,1
17,776-3050georgia,776georgia,19.0,57.0,17.0,69.0,2.0,2300,0,130231000000.0,0.0,0.0,1.0,0.0,georgia,0
18,776-3050georgia,776georgia,18.0,58.0,17.0,69.0,3.3,2273,0,130231000000.0,0.0,0.0,1.0,0.0,georgia,0
19,776-3050georgia,776georgia,18.0,60.0,16.0,69.0,3.9,2308,0,130231000000.0,0.0,0.0,1.0,0.0,georgia,0
21,776-3050georgia,776georgia,17.0,63.0,14.0,57.0,3.2,2406,0,130231000000.0,0.2,0.1,0.7,0.2,georgia,1
17,781-0101georgia,781georgia,44.0,33.0,17.0,52.0,3.4,2647,0,130351000000.0,0.0,0.0,1.0,0.0,georgia,0
18,781-0101georgia,781georgia,43.0,34.0,17.0,43.0,5.1,2706,0,130351000000.0,0.0,0.0,1.0,0.0,georgia,0
19,781-0101georgia,781georgia,40.0,36.0,19.0,47.0,3.9,2667,0,130351000000.0,0.0,0.0,1.0,0.0,georgia,0
21,781-0101georgia,781georgia,39.0,37.0,19.0,52.0,1.7,2647,0,130351000000.0,0.0,0.4,0.6,0.4,georgia,1
17,7820108-0108georgia,7820108georgia,4.0,11.0,83.0,69.0,35.5,3400,1,130021000000.0,0.0,0.0,1.0,0.0,georgia,0
18,7820108-0108georgia,7820108georgia,4.0,15.0,79.0,59.0,40.2,3711,1,130021000000.0,0.0,0.0,1.0,0.0,georgia,0
19,7820108-0108georgia,7820108georgia,4.0,15.0,78.0,42.0,36.3,3614,1,130021000000.0,0.0,0.0,1.0,0.0,georgia,0
21,7820108-0108georgia,7820108georgia,4.0,15.0,75.0,1.0,31.5,4146,1,130021000000.0,0.0,0.0,1.0,0.0,georgia,1
17,7820613-0613georgia,7820613georgia,30.0,10.0,56.0,0.0,36.0,2056,1,130024000000.0,0.0,0.0,1.0,0.0,georgia,0
18,7820613-0613georgia,7820613georgia,33.0,10.0,54.0,35.0,29.6,2402,1,130024000000.0,0.0,0.0,1.0,0.0,georgia,0
19,7820613-0613georgia,7820613georgia,36.0,10.0,51.0,0.0,33.7,3347,1,130024000000.0,0.0,0.0,1.0,0.0,georgia,0
21,7820613-0613georgia,7820613georgia,33.0,11.0,51.0,64.0,36.1,3765,1,130024000000.0,0.0,1.0,0.0,1.0,georgia,1
17,784-0111georgia,784georgia,48.0,5.0,46.0,99.0,2.6,462,0,130408000000.0,0.0,0.0,1.0,0.0,georgia,0
18,784-0111georgia,784georgia,49.0,5.0,44.0,100.0,2.2,455,0,130408000000.0,0.0,0.0,1.0,0.0,georgia,0
19,784-0111georgia,784georgia,51.0,6.0,41.0,100.0,4.2,405,0,130408000000.0,0.0,0.0,1.0,0.0,georgia,0
21,784-0111georgia,784georgia,51.0,5.0,42.0,100.0,2.8,429,0,130408000000.0,1.0,0.0,0.0,0.5,georgia,1
17,789-4052georgia,789georgia,62.0,1.0,35.0,100.0,1.9,842,0,130495000000.0,0.0,0.0,1.0,0.0,georgia,0
18,789-4052georgia,789georgia,63.0,2.0,32.0,52.0,4.1,829,0,130495000000.0,0.0,0.0,1.0,0.0,georgia,0
19,789-4052georgia,789georgia,63.0,2.0,34.0,76.0,5.1,843,0,130495000000.0,0.0,0.0,1.0,0.0,georgia,0
21,789-4052georgia,789georgia,60.0,2.0,36.0,45.0,1.6,812,0,130495000000.0,0.0,0.0,1.0,0.0,georgia,1
17,792-0273georgia,792georgia,75.0,3.0,18.0,100.0,4.5,2289,0,130531000000.0,0.0,0.0,1.0,0.0,georgia,0
18,792-0273georgia,792georgia,74.0,3.0,18.0,100.0,2.3,2304,0,130531000000.0,0.0,0.0,1.0,0.0,georgia,0
19,792-0273georgia,792georgia,72.0,4.0,19.0,100.0,2.3,2391,0,130531000000.0,0.0,0.0,1.0,0.0,georgia,0
21,792-0273georgia,792georgia,74.0,5.0,16.0,95.0,1.4,2286,0,130531000000.0,0.0,0.0,1.0,0.0,georgia,1
