,elapass_in_hybridper_inf
750,0.00033703762960726643
751,0.00012187583817151923
752,9.556076985337476e-05
753,-6.57455952772969e-05
754,5.934220867691227e-05
755,0.00020707059135476697
756,0.005620792189469475
757,0.0026149249926722125
758,-0.005028468635838757
759,0.008630723415748637
760,6.313379636790782e-06
761,-0.0007697348315774596
762,0.0006425239382078226
763,-0.0010878328629303673
764,-0.00012724870814981567
765,-1.6990043121515783e-05
766,0.00029310826508926113
767,0.0007996804213213861
768,-3.997373942145012e-05
769,4.283184265865493e-05
770,0.0001530375842953005
771,9.414591354338657e-05
772,-0.0008378675375531583
773,-2.709171731919048e-05
774,0.00014732462282562544
775,-0.0023651659718481885
776,-4.684202763014343e-05
777,0.00020735716620952986
778,0.00012059454782357198
779,0.0006161855666763595
780,0.00025106679070494465
781,-7.948025402975198e-05
782,0.00011840335682907406
783,-0.000539302014868411
784,-2.7161626967562194e-05
785,-9.585771231140722e-05
786,-4.481906949675518e-05
787,-0.00013700949166902228
788,0.0003944428024395307
789,-0.00021944228100924748
790,0.0007999279065654324
791,0.004064292239876711
792,0.00010758342983937564
793,-0.0007198293792912398
794,6.822367406858523e-06
795,-0.0016575824338220752
796,-2.060372570786047e-05
797,-0.0006678767579578325
798,0.0006986829191433769
799,0.00016952700313404014
800,4.176221031507577e-06
801,-0.00010215557926313052
802,-0.0002972800914708447
803,-0.001193421898790612
804,0.002308458889103896
805,-0.000595310678727016
806,-0.00020544819134641292
807,0.003996885635201798
808,0.0005491584122193931
809,0.0010162170563551372
810,0.0006518000746968034
811,0.007455523804420976
812,-0.00015859766477682196
813,0.00011935935141941892
814,0.00021272770896152922
815,0.00026414180445111945
816,-0.001199274184134364
817,0.0014313992307396861
818,-0.00040494150386856143
819,0.0010755793932200658
820,0.002703332475289566
821,-0.0032258482774402525
822,-0.001401243170435933
823,-0.005781824214033421
824,5.821170424929682e-05
825,1.6431107571977075e-05
826,8.15757602348763e-05
827,1.629362844229105e-05
828,-0.0011456301833499606
829,-0.0022953450025788185
830,0.0021046924465021963
831,-0.00365976899523788
832,-0.0001283001204844189
833,-0.00045209704834435927
834,0.0003472325538089511
835,-0.001336286357255364
836,-0.00010515562686948856
837,2.896827007713827e-05
838,-3.399622372991634e-05
839,-0.00033588464639603766
840,1.9451658681208217e-05
841,0.000191494201684014
842,-4.491404024175595e-05
843,0.0004744527142064997
844,-0.00010258086611103906
845,-0.00036783149935153657
846,0.0006889242394408001
847,-5.811433247146511e-05
848,4.1840554234582e-05
849,8.605694659297788e-06
850,3.316489337816567e-05
851,-1.6450306869364013e-05
852,-0.012069860173268946
853,0.0029705668187557308
854,0.009841520105024591
855,0.010521095926049667
856,-0.0015033018481290044
857,0.0003299663923534794
858,0.00020126233703485254
859,-0.0016550661566102742
860,2.050606599562301e-05
861,-0.000513657617858732
862,0.0006209555662543231
863,-0.00018539862281791373
864,-7.00623842280185e-05
865,-0.00019329644459576466
866,0.00018765230741485094
867,-0.00043277895163813573
868,3.700013247714403e-05
869,-1.2373438757257295e-05
870,-0.0003369242252057282
871,-0.0012379590437394646
872,2.858738444387472e-05
873,-0.0002684322704726419
874,8.067798269839332e-05
875,1.3833147326111423e-05
876,-0.00011042497461396757
877,-0.00032428079390128573
878,0.00027669397980420473
879,-0.0013693397860595423
880,-0.0016346300392043247
881,0.0006725770956867987
882,0.00038877255514671555
883,-0.0006875964465798518
884,0.0003997444539757945
885,6.276902649607834e-05
886,-1.7517090000832302e-06
887,-0.00033665379894127427
888,-0.00031095755438065575
889,-0.00016717501724377548
890,3.210304023761384e-05
891,-0.0006806571194448842
892,-0.00010943587484082626
893,0.0005554705083095744
894,0.0004829019785666177
895,-3.0629868355921424e-05
896,3.5135233079418553e-05
897,-7.524644927756833e-05
898,-9.705803420083228e-05
899,-0.00015813352126907822
900,1.3775578465329478e-05
901,6.280719374967804e-05
902,4.856373504305733e-05
903,0.000912176809936271
904,-0.0021979907201186556
905,-0.0034357651195643735
906,0.0040412672545292695
907,-0.005067112317849044
908,-3.49050393902733e-05
909,0.0008016969182183722
910,-0.00029804970143234796
911,0.00047919048902018383
912,-0.0001817940106388441
913,-6.729433893529813e-06
914,2.74909413024854e-05
915,-0.0006072232369360286
916,0.0002138761257516465
917,0.00016715366451030482
918,-0.000602323255263676
919,-0.0009701124459885543
920,1.1819665625751251e-06
921,4.756312356139091e-05
922,-0.00017299268157192592
923,-9.240494886678204e-05
924,0.0005211017173990847
925,-0.0001156285497442492
926,-5.271283175973685e-05
927,0.0005700341637955863
928,-9.023885970106348e-05
929,0.00014908605340003387
930,9.65678947090948e-05
931,-0.0002576548947537622
932,-0.0006294904671473751
933,0.0005496605307692386
934,0.00016675660387133415
935,0.0009790531050902023
936,-0.001914994037640814
937,0.0004948281630210321
938,-0.002132061574757029
939,0.00017395418598311588
940,0.0068059273053166225
941,-0.012560003398107521
942,0.003717775466983804
943,-0.00606677019915277
944,0.008931063780147406
945,-0.010615009003232121
946,-0.002480168602708062
947,-0.012748812758904257
948,0.0011821758742379981
949,0.0011403284066754957
950,-0.0016059774168252793
951,0.0027820853721897076
952,-0.00012013664250433954
953,-0.00017825551511146538
954,0.0006290070858733738
955,0.0009691033065341274
956,7.247960112065231e-05
957,0.00021133000833815175
958,1.2504151806990489e-05
959,0.00011129089423237527
960,1.3271696697612158e-06
961,-0.00015165256906007958
962,-3.120957265189102e-05
963,-0.0002676437851074882
964,5.956690974758188e-05
965,-6.11469911199217e-05
966,2.6175268805913562e-05
967,-0.00033684958863388405
968,-0.00040446291435010715
969,7.19878158924031e-05
970,0.00010870762848963723
971,-0.0006137182280680062
972,-8.366835943243154e-05
973,-4.094032794369414e-05
974,3.355905863918448e-05
975,-0.0003970168984090213
976,2.3795076392434508e-05
977,-0.0006283361357250641
978,0.00042760466319878554
979,0.0004190192816361725
980,-0.0003602452637172206
981,-0.0004744189923796261
982,0.0006800066591811906
983,-0.0007677390499685457
984,-2.942673682403475e-05
985,-0.00022153926759656566
986,6.254231943848437e-05
987,-0.0007930300675753581
988,8.473991011434405e-05
989,-0.00010701938176580401
990,3.128793852387015e-05
991,-3.536068330075619e-05
992,-2.996541134479602e-05
993,0.00012113863715517165
994,0.0001293433710598938
995,8.216514611745351e-06
996,-0.0007204096285950395
997,0.0004062624418926295
998,5.370114922901932e-05
999,-0.0010059679429352307
1000,-5.311996222275822e-05
1001,-0.00016696372945602166
1002,7.621463132581995e-05
1003,-0.0006354054140575526
1004,7.835740052596467e-05
1005,-0.00046556254450936076
1006,-0.00044084588348698093
1007,-0.002478584835451035
1008,-6.328424979262624e-05
1009,4.9384363888396636e-05
1010,-0.0004038921236875937
1011,-0.0015003690479503814
1012,0.00248463946774244
1013,0.0002444643134201613
1014,-0.0025540181509970798
1015,0.0021961753569472247
1016,0.0010964026228337377
1017,-0.0012841631750698745
1018,-0.0009127468333490354
1019,-0.004484859156198873
1020,0.00028607848499732306
1021,-9.716175004637099e-05
1022,-0.00014627897249518257
1023,0.00022999042680758785
1024,-6.889975280582532e-05
1025,-0.00012532746498450042
1026,-0.0009843603183630676
1027,8.365287760148456e-05
1028,-0.006325644127548528
1029,-0.0009962657139536424
1030,0.0007048758422522357
1031,-0.013805919101863713
1032,-0.0042876750054420916
1033,-0.0029048868724163663
1034,0.0014306347053250736
1035,-0.015917015529020872
1036,-0.003090930824097369
1037,-0.002933396209485075
1038,0.0009142385296861421
1039,-0.015330070516210078
1040,0.0008014232425229504
1041,0.0006463312988081015
1042,-0.00022982609198977762
1043,0.002847289624231341
1044,6.471226344350362e-05
1045,-0.00027384955326469274
1046,5.063375026674387e-05
1047,-0.0006162062368566002
1048,-0.0043855363446464535
1049,0.003437857334919481
1050,-0.0024884334884831064
1051,-0.010178584136981741
1052,-4.057786050356135e-05
1053,-0.0002890441882872467
1054,0.0007164653209113
1055,0.00014033000904388324
1056,-0.000134038766075436
1057,6.524687154503004e-06
1058,-2.4988277082597137e-05
1059,-0.0003878671492710437
1060,0.0006799895684744783
1061,0.0011496773552411104
1062,-9.257334049366901e-05
1063,0.005792458192375523
1064,0.0008039163842647121
1065,0.00046610171669037227
1066,0.0006639234258745132
1067,0.006610017086323857
1068,0.0018857450696889847
1069,0.0007911312988755972
1070,-0.0004729130344864499
1071,0.004237368964425327
1072,-1.1176204217449718e-05
1073,0.001319639245401806
1074,-0.0011777202720476194
1075,0.0013459412567576933
1076,-0.0001423117407560985
1077,-0.00023096122555979487
1078,0.00018265796540869675
1079,-0.0008078955847179171
1080,-0.002463195869786024
1081,0.0006219660479378814
1082,-0.0023914032881664684
1083,-0.013429045979370939
1084,-2.359154162520577e-06
1085,-0.0005727237340051799
1086,0.0006682017164567903
1087,0.0008889844985511598
1088,-0.0025032690622997142
1089,-0.0035851511822331235
1090,-0.01063569666096783
1091,-0.05982896726013811
1092,0.004648731066161923
1093,0.0048848039405210925
1094,-0.009008649214925276
1095,0.0019719664707990685
