,mathpass_wi_hybridper_inf
671,-0.00018385672531492705
672,0.001032965172190304
673,-0.0003823411583729709
674,0.00011910973544806828
675,0.0007853432710014131
676,1.2472032368223397e-05
677,0.000302086149162689
678,2.0791941061941113e-05
679,0.0010653580923180648
680,0.0004330163571713036
681,-0.00033060284788717534
682,-0.0003204041351115144
683,0.0011503686400995486
684,-0.0006054983081757717
685,8.496615005836535e-06
686,-5.117624204121188e-05
687,-0.0008181081654660957
688,-0.0005631630834217314
689,-0.00023923399480498193
690,-4.940165104655401e-05
691,5.0318030086260464e-05
692,0.00014910865015876925
693,-2.5167634592437438e-05
694,5.139226640579202e-05
695,0.000805947581863956
696,0.0001770677005735036
697,0.0008332280534627433
698,-0.0003304846737323817
699,0.0026167278852840376
700,0.0004013032342423272
701,-0.00020767046336420806
702,3.323566992190906e-05
703,0.0012891748573365788
704,0.00023067118859066509
705,0.00014865598534035622
706,2.6634687786590467e-05
707,0.0007791082135294237
708,-0.0004746190347637772
709,0.00017161978794747812
710,-0.0008177802452983714
711,-0.000741088458664029
712,-0.0014627843237156324
713,0.0005064340009466056
714,-0.00036010474837465433
715,-0.00023657304388930448
716,-0.0015790845660959175
717,0.0009351235596431724
718,0.0001716252764201389
719,0.0007887037962664368
720,-0.0023943176284861737
721,-0.0001741863072599442
722,0.0001654196060978532
723,-0.002575558914303361
724,0.0002209867156285253
725,-0.00016379808171235644
726,-9.332710507654604e-05
727,0.0001935646227976711
728,-0.0020162273049239106
729,-9.834070293834829e-05
730,0.0008863959181116786
731,-0.0013238552675992965
732,-0.0022765327101000998
733,-0.001241874797645205
734,0.0006219464346228225
735,-0.007972877163470936
736,-6.662133409277317e-05
737,-0.00014809126233860076
738,-0.000116165985581144
739,-0.0019339028609820167
740,-0.0009379695083278878
741,1.683848884692396e-05
742,0.0005258515488310761
743,-0.0006582840533283655
744,0.0008760996691701357
745,-0.00010716148373890798
746,-0.00014417196918060216
747,-0.0005824323319107589
748,-6.383248191632777e-05
749,0.0008108147286293581
750,-0.0006556396565919335
751,0.0044210162836571115
752,-0.00018750103293930362
753,3.4681132048417653e-05
754,-0.0005800405277254036
755,0.00022367463256280876
756,0.0007955905940727035
757,1.5574171196968457e-05
758,4.65209673500378e-06
759,-0.0010252068669934881
760,0.00025207671517528835
761,-3.12339100619735e-05
762,-0.0013682122321817952
763,-0.0020525346994019564
764,-6.828205262031693e-05
765,-0.0008659598463589948
766,-0.0001982424664059003
767,-0.0012993602715153309
768,-2.864945125604596e-07
769,-3.029426759756717e-05
770,0.0002182762574936133
771,-0.00015839854881601441
772,-0.0007394799117193242
773,8.74390182749163e-06
774,-0.00032612471994581104
775,-0.003658986361476397
776,-0.0006580317117678311
777,-0.00011740067938709042
778,0.0002442922870792882
779,0.00021447769948004143
780,-0.00010388212014703516
781,1.5106672259048592e-05
782,7.930074055410631e-05
783,1.0722429127536718e-06
784,0.0005988108564255639
785,-0.0004544873743977031
786,-1.190480798609802e-06
787,-0.0005108725439702494
788,-0.0003836272628995041
789,0.00011950926547302439
790,0.00017272559267445553
791,-0.0005520453082736191
792,1.2180359212329924e-05
793,-0.00017222254890549672
794,-0.0005950090636413777
795,-0.0025758385468731696
796,-8.705330793469237e-05
797,3.473673976475439e-05
798,0.00013296710565853664
799,-0.00026273833375240396
800,-7.742189283944523e-05
801,-2.353896354640262e-05
802,0.00027585810367491287
803,0.000551374774845615
804,-0.0003810447842235286
805,-0.00020409803220455833
806,0.00011919619129142336
807,-0.0007941244639504821
808,1.2438883914835935e-05
809,0.00035043249818346624
810,-0.000609646729630441
811,-0.00030839343049848453
812,0.0011725354449008286
813,-0.0001835840716520971
814,-0.00020117006582878025
815,0.00024733999990012696
816,-4.5901300420923306e-05
817,-0.0005341110262377781
818,0.0005058733773273267
819,0.00022496662312137167
820,-0.0021446180776621806
821,-0.0007919377440195936
822,-6.259003702460557e-06
823,-0.005678793372279058
824,3.3684657269653973e-06
825,-0.0013570969069644113
826,0.00024084049570941512
827,-0.0016663381599248627
828,0.0026295105491757247
829,1.1272170475981445e-05
830,0.00020618415170928946
831,0.004356264573778828
832,3.988286139171927e-05
833,-0.00028988500629962703
834,-7.84689356880568e-05
835,-1.7294135195683815e-05
836,-0.0002752477346224487
837,0.00013515013056374526
838,0.0006981614111505019
839,0.0012108686727920846
840,-0.0007671087204974785
841,-5.7122081005579604e-05
842,-2.451780339968443e-05
843,-5.003735106728982e-05
844,2.1212590396346418e-05
845,2.4515367835759215e-05
846,-3.289046260626259e-05
847,-0.00013183959703583155
848,-0.0006329703889045788
849,0.0003409702715144477
850,0.0005050687997784447
851,-0.0009324160350689451
852,0.00019103059765017847
853,4.198676098165103e-05
854,-8.845903928005839e-05
855,0.00029161839941712464
856,-0.0001552443133964052
857,-0.0008662659400993758
858,0.0002553023567593427
859,-0.0038703657508211346
860,-0.00014426632871199398
861,6.794059652956017e-05
862,-0.00021334849813441862
863,-2.2538966684447856e-05
864,-0.00014662055273228947
865,0.00010048832545002468
866,-1.7534438983108296e-05
867,0.00035222651066721996
868,-9.480568743248923e-05
869,0.00015526883884531818
870,-0.00014005743348891834
871,0.00279701370350668
872,0.0010544563130601764
873,0.000517899047044649
874,-8.681883771941429e-05
875,0.0030492171403235092
876,-0.00024316904829743628
877,4.404181237879237e-05
878,-1.037917489781637e-05
879,0.00022505404778798104
880,-0.0014971284705228916
881,0.0002673586260612254
882,9.871033324050795e-05
883,0.0001459511424106053
884,-0.0012724278005725987
885,0.00012954703867703595
886,0.00041999498191946634
887,-3.3618373755443304e-05
888,-0.000862217841393072
889,9.187695751548948e-05
890,-8.395341962607484e-05
891,-0.00010107923557808225
892,-0.001423372687257205
893,0.0008309053198492449
894,-7.007834101343971e-05
895,0.0005330914341569186
896,-0.003178248267168124
897,1.3216052414860258e-05
898,0.001356522666185403
899,0.0012282763542322572
900,-0.00016060367542085284
901,-0.00025779420763807307
902,-9.70031056778788e-05
903,-0.00025734130490759024
904,-0.00023104195289977338
905,0.00026748301806026585
906,-5.321283177075839e-05
907,-0.0003265659499441902
908,0.00034830995205407576
909,0.00036430646918300777
910,-0.00023899216793836004
911,-0.0003618368736884185
912,-0.00033043851117468137
913,-0.0002288440042517157
914,-4.4146549995879474e-05
915,-0.0018662588765742207
916,-0.00020452729497398139
917,0.0005928959839027744
918,-0.0009998618931071758
919,-0.000184836585281913
920,-0.00023301889257897792
921,0.0003947950714454955
922,-0.00021522977951338146
923,2.961260884226435e-05
924,-0.0007902258194177335
925,-0.0001435598927272278
926,0.00011391896514802997
927,-0.001920333906402414
928,-0.0015287401722453241
929,0.00034858027790193446
930,0.0003030624701378568
931,-0.0038466890348049943
932,-0.0001391995852744927
933,0.00022199922637027229
934,-7.265482829437907e-05
935,-9.713376324084487e-05
936,0.0018125302660271893
937,0.00036027183458370364
938,2.4214104735318565e-05
939,-0.00018075948936032785
940,0.0012919012297831938
941,-0.00034659428097277254
942,-0.0006560443154084926
943,0.004689027978361985
944,0.0005730391555837969
945,-0.00023558782256689483
946,-0.000576489154234322
947,0.0019041239116235366
948,0.0006041566977234978
949,0.0007838441609988357
950,-3.929999818631736e-05
951,-0.0009906440253144705
952,-0.0006820938459231186
953,5.0376624663921914e-05
954,-1.128922606205281e-05
955,5.02436994349992e-05
956,-0.000185387540482136
957,-6.849686688812697e-05
958,-1.0705588780693814e-06
959,-0.0007731593345061692
960,-0.0008563038068535138
961,0.00010863412272121911
962,-0.0007165932243758078
963,-0.002531387863363715
964,-0.0011289634517067668
965,0.00034747204248256774
966,0.00013367979919519317
967,-0.0017415495045279064
968,0.0004258744847044471
969,-0.00019841258567437003
970,-8.185907763114503e-06
971,-3.9774503294127134e-05
972,-0.00037651942236384677
973,1.2503998598220128e-05
974,0.00011754885339776587
975,-0.0005846152399322673
976,-4.6946001703972053e-07
977,-0.0002811782188967111
978,-4.091516880436273e-05
979,-0.0012907203633597954
980,-0.0002624592232260597
981,3.5008019840422004e-05
982,0.00010738081736492395
983,0.0010355157065724168
984,0.0011212863782961938
985,-0.000277884662740386
986,4.598432420382271e-06
987,8.398321170513273e-06
988,4.3806456310950885e-05
989,2.3648469264723316e-05
990,-5.860006366613621e-05
991,-6.990849245305328e-06
992,1.5163896285061637e-05
993,-1.7239203756951136e-06
994,-4.4137662546341007e-05
995,-0.0012607526702806792
996,-0.003738618635694323
997,0.00015100658303422208
998,-3.4574052339253873e-05
999,-0.003469153972242127
1000,-0.0006328430994087222
1001,-0.0002452735593736606
1002,-0.00017974637480865915
1003,-0.005493155357765984
1004,-0.0009787003365253591
1005,-0.0004235964484371493
1006,-0.00011995501941674236
1007,-0.0047013639424276265
1008,-0.0002068918598258459
1009,-0.0008424318401660376
1010,0.00018801139499318936
1011,-0.002281611659295825
1012,-0.00010260135927207225
1013,-0.00045193647278855256
1014,0.0005781365245061539
1015,-0.0005045485004091321
1016,0.0002837625532227575
1017,2.170454773768269e-05
1018,0.0008336379061778203
1019,0.003367947012447041
1020,-0.0004890173351887406
1021,0.0003639592307426869
1022,-4.6300300184379795e-06
1023,-1.1846318987828612e-05
1024,-0.0018151295561210162
1025,0.00036161520231106013
1026,0.00018950929603542946
1027,-0.0026439169643265605
1028,-0.002341459353606981
1029,-0.0005851053749221637
1030,-0.00047834562342528506
1031,-0.010837853530043351
1032,-0.0005435281458631524
1033,0.0005026964486380121
1034,6.502309959480582e-05
1035,-0.0014888602801591934
1036,-0.0002720024632689514
1037,7.824068665613494e-06
1038,0.00011917817061534102
1039,-0.0006759398904653683
1040,-0.0005288219808436705
1041,6.125349846815876e-05
1042,0.00029036873288988837
1043,0.0004526535139932348
1044,0.0003276906041153387
1045,5.719450495936406e-05
1046,-4.2098408509934256e-05
1047,-4.5052628174585674e-05
1048,0.0019444829805488225
1049,0.001784773224335615
1050,-0.0030946510686908828
1051,0.008637153893907911
1052,-0.0002412089078230785
1053,1.8723602117992113e-05
1054,-5.2418880428451016e-05
1055,-0.0007076278934687697
1056,0.0004182419107729083
1057,-0.0004317333796481805
1058,-5.9505792728353616e-05
1059,-0.0014561611445584792
1060,0.0009842756113724413
1061,-0.0006747992663723233
1062,0.00017715045768396958
1063,-0.00030616957078864065
1064,7.842890934418817e-06
1065,-6.193520879393056e-05
1066,-0.00021288273241347415
1067,-0.0003409761487369675
1068,0.00027041954426862956
1069,-2.420829699634018e-05
1070,-0.0004113165194368994
1071,-0.0007273675209480693
1072,-0.0008165420439356364
1073,-4.413644571877945e-05
1074,0.001083447340511978
1075,0.0005739544510282548
1076,-4.6429729513367086e-05
1077,-4.1582170909465145e-05
1078,-0.0004898933715406271
1079,-6.889850196590536e-05
1080,0.0013570880118140675
1081,4.9134490738873346e-05
1082,-2.2762109148679034e-05
1083,0.0007927556886128868
1084,0.0005404596672035602
