LEA Name,LEA Entity ID,School Name,School Entity ID,SchoolCTDS,Subgroup,EthnicAsian,EthnicAmericanIndianAlaskaNative,EthnicBlackAfricanAmerican,EthnicHispanicLatino,EthnicWhite,EthnicNativeHawaiianOthPacIslan,Missing_Ethnicity,Total,
Nadaburg Unified School District,4252,Shadow Ridge High School,90134,070289225,Reduced Lunch,*,*,*,*,*,*,*,*,
Nadaburg Unified School District,4252,Wickenburg High School,4987,070209201,All Students,*,*,*,52,122,*,*,183,
Nadaburg Unified School District,4252,Wickenburg High School,4987,070209201,English Learners,*,*,*,*,*,*,*,*,
Nadaburg Unified School District,4252,Wickenburg High School,4987,070209201,Free Lunch,*,*,*,17,28,*,*,49,
Nadaburg Unified School District,4252,Wickenburg High School,4987,070209201,Students With Disabilities,*,*,*,15,18,*,*,36,
Nadaburg Unified School District,4252,Wickenburg High School,4987,070209201,Reduced Lunch,*,*,*,*,12,*,*,17,
Nadaburg Unified School District,4252,Wickenburg Virtual Academy,91264,070209004,All Students,*,*,*,*,*,*,*,*,
Nadaburg Unified School District,4252,Wickenburg Virtual Academy,91264,070209004,English Learners,*,*,*,*,*,*,*,*,
Nadaburg Unified School District,4252,Wickenburg Virtual Academy,91264,070209004,Free Lunch,*,*,*,*,*,*,*,*,
Nadaburg Unified School District,4252,Wickenburg Virtual Academy,91264,070209004,Students With Disabilities,*,*,*,*,*,*,*,*,
Nadaburg Unified School District,4252,Wickenburg Virtual Academy,91264,070209004,Reduced Lunch,*,*,*,*,*,*,*,*,
Nadaburg Unified School District,4252,Willow Canyon High School,81113,070289210,All Students,*,*,*,46,86,*,*,140,
Nadaburg Unified School District,4252,Willow Canyon High School,81113,070289210,English Learners,*,*,*,*,*,*,*,*,
Nadaburg Unified School District,4252,Willow Canyon High School,81113,070289210,Free Lunch,*,*,*,27,33,*,*,62,
Nadaburg Unified School District,4252,Willow Canyon High School,81113,070289210,Students With Disabilities,*,*,*,*,12,*,*,20,
Nadaburg Unified School District,4252,Willow Canyon High School,81113,070289210,Reduced Lunch,*,*,*,*,*,*,*,*,
Navajo County Accommodation District #99,4386,,,           _,All Students,*,*,*,*,*,*,*,22,
Navajo County Accommodation District #99,4386,,,           _,English Learners,*,*,*,*,*,*,*,*,
Navajo County Accommodation District #99,4386,,,           _,Free Lunch,*,*,*,*,*,*,*,*,
Navajo County Accommodation District #99,4386,,,           _,Students With Disabilities,*,*,*,*,*,*,*,*,
Navajo County Accommodation District #99,4386,,,           _,Reduced Lunch,*,*,*,*,*,*,*,*,
Navajo County Accommodation District #99,4386,Navajo County Instruction for Success (NCIS),7654,090199001,All Students,*,*,*,*,*,*,*,22,
Navajo County Accommodation District #99,4386,Navajo County Instruction for Success (NCIS),7654,090199001,English Learners,*,*,*,*,*,*,*,*,
Navajo County Accommodation District #99,4386,Navajo County Instruction for Success (NCIS),7654,090199001,Free Lunch,*,*,*,*,*,*,*,*,
Navajo County Accommodation District #99,4386,Navajo County Instruction for Success (NCIS),7654,090199001,Students With Disabilities,*,*,*,*,*,*,*,*,
Navajo County Accommodation District #99,4386,Navajo County Instruction for Success (NCIS),7654,090199001,Reduced Lunch,*,*,*,*,*,*,*,*,
New Horizon School for the Performing Arts,4366,,,           _,All Students,*,*,16,115,27,*,*,165,
New Horizon School for the Performing Arts,4366,,,           _,English Learners,*,*,*,*,*,*,*,16,
New Horizon School for the Performing Arts,4366,,,           _,Free Lunch,*,*,18,113,24,*,*,161,
New Horizon School for the Performing Arts,4366,,,           _,Students With Disabilities,*,*,*,22,*,*,*,31,
New Horizon School for the Performing Arts,4366,,,           _,Reduced Lunch,*,*,*,*,*,*,*,*,
New Horizon School for the Performing Arts,4366,New Horizon School for the Performing Arts,5554,078771001,All Students,*,*,16,115,27,*,*,165,
New Horizon School for the Performing Arts,4366,New Horizon School for the Performing Arts,5554,078771001,English Learners,*,*,*,*,*,*,*,16,
New Horizon School for the Performing Arts,4366,New Horizon School for the Performing Arts,5554,078771001,Free Lunch,*,*,18,113,24,*,*,161,
New Horizon School for the Performing Arts,4366,New Horizon School for the Performing Arts,5554,078771001,Students With Disabilities,*,*,*,22,*,*,*,31,
New Horizon School for the Performing Arts,4366,New Horizon School for the Performing Arts,5554,078771001,Reduced Lunch,*,*,*,*,*,*,*,*,
New School For The Arts,4316,,,           _,All Students,*,*,18,31,116,*,*,182,
New School For The Arts,4316,,,           _,English Learners,*,*,*,*,*,*,*,*,
New School For The Arts,4316,,,           _,Free Lunch,*,*,*,*,*,*,*,*,
New School For The Arts,4316,,,           _,Students With Disabilities,*,*,*,*,15,*,*,22,
New School For The Arts,4316,,,           _,Reduced Lunch,*,*,*,*,*,*,*,*,
New School For The Arts,4316,New School for the Arts,5482,078903201,All Students,*,*,18,31,116,*,*,182,
New School For The Arts,4316,New School for the Arts,5482,078903201,English Learners,*,*,*,*,*,*,*,*,
New School For The Arts,4316,New School for the Arts,5482,078903201,Free Lunch,*,*,*,*,*,*,*,*,
New School For The Arts,4316,New School for the Arts,5482,078903201,Students With Disabilities,*,*,*,*,15,*,*,22,
New School For The Arts,4316,New School for the Arts,5482,078903201,Reduced Lunch,*,*,*,*,*,*,*,*,
New School for the Arts Middle School,80985,,,           _,All Students,*,*,*,14,39,*,*,63,
New School for the Arts Middle School,80985,,,           _,English Learners,*,*,*,*,*,*,*,*,
New School for the Arts Middle School,80985,,,           _,Free Lunch,*,*,*,*,*,*,*,*,
New School for the Arts Middle School,80985,,,           _,Students With Disabilities,*,*,*,*,*,*,*,12,
New School for the Arts Middle School,80985,,,           _,Reduced Lunch,*,*,*,*,*,*,*,*,
New School for the Arts Middle School,80985,New School for the Arts Middle School,80986,078981001,All Students,*,*,*,14,39,*,*,63,
New School for the Arts Middle School,80985,New School for the Arts Middle School,80986,078981001,English Learners,*,*,*,*,*,*,*,*,
New School for the Arts Middle School,80985,New School for the Arts Middle School,80986,078981001,Free Lunch,*,*,*,*,*,*,*,*,
New School for the Arts Middle School,80985,New School for the Arts Middle School,80986,078981001,Students With Disabilities,*,*,*,*,*,*,*,12,
New School for the Arts Middle School,80985,New School for the Arts Middle School,80986,078981001,Reduced Lunch,*,*,*,*,*,*,*,*,
New World Educational Center,78882,,,           _,All Students,*,*,16,165,13,*,*,202,
New World Educational Center,78882,,,           _,English Learners,*,*,*,41,*,*,*,43,
New World Educational Center,78882,,,           _,Free Lunch,*,*,*,54,*,*,*,62,
New World Educational Center,78882,,,           _,Students With Disabilities,*,*,*,25,*,*,*,29,
New World Educational Center,78882,,,           _,Reduced Lunch,*,*,*,18,*,*,*,23,
New World Educational Center,78882,New World Educational Center,78883,078760001,All Students,*,*,16,165,13,*,*,202,
New World Educational Center,78882,New World Educational Center,78883,078760001,English Learners,*,*,*,41,*,*,*,43,
New World Educational Center,78882,New World Educational Center,78883,078760001,Free Lunch,*,*,*,54,*,*,*,62,
New World Educational Center,78882,New World Educational Center,78883,078760001,Students With Disabilities,*,*,*,25,*,*,*,29,
New World Educational Center,78882,New World Educational Center,78883,078760001,Reduced Lunch,*,*,*,18,*,*,*,23,
Noah Webster Schools - Mesa,10760,,,           _,All Students,34,*,29,343,650,*,67,1135,
Noah Webster Schools - Mesa,10760,,,           _,English Learners,*,*,*,21,*,*,*,24,
Noah Webster Schools - Mesa,10760,,,           _,Free Lunch,19,*,12,180,187,*,31,437,
Noah Webster Schools - Mesa,10760,,,           _,Students With Disabilities,*,*,*,33,55,*,*,104,
Noah Webster Schools - Mesa,10760,,,           _,Reduced Lunch,*,*,*,46,62,*,*,122,
Noah Webster Schools - Mesa,10760,Noah Webster Schools- Mesa,10800,078930101,All Students,34,*,29,343,650,*,67,1135,
Noah Webster Schools - Mesa,10760,Noah Webster Schools- Mesa,10800,078930101,English Learners,*,*,*,21,*,*,*,24,
Noah Webster Schools - Mesa,10760,Noah Webster Schools- Mesa,10800,078930101,Free Lunch,19,*,12,180,187,*,31,437,
Noah Webster Schools - Mesa,10760,Noah Webster Schools- Mesa,10800,078930101,Students With Disabilities,*,*,*,33,55,*,*,104,
Noah Webster Schools - Mesa,10760,Noah Webster Schools- Mesa,10800,078930101,Reduced Lunch,*,*,*,46,62,*,*,122,
Noah Webster Schools-Pima,92374,,,           _,All Students,*,131,18,116,124,*,33,428,
Noah Webster Schools-Pima,92374,,,           _,English Learners,*,*,*,*,*,*,*,12,
Noah Webster Schools-Pima,92374,,,           _,Free Lunch,*,60,*,71,45,*,11,196,
Noah Webster Schools-Pima,92374,,,           _,Students With Disabilities,*,19,*,15,17,*,*,59,
Noah Webster Schools-Pima,92374,,,           _,Reduced Lunch,*,22,*,13,*,*,*,51,
Noah Webster Schools-Pima,92374,Noah Webster Schools-Pima,92345,078261001,All Students,*,131,18,116,124,*,33,428,
Noah Webster Schools-Pima,92374,Noah Webster Schools-Pima,92345,078261001,English Learners,*,*,*,*,*,*,*,12,
Noah Webster Schools-Pima,92374,Noah Webster Schools-Pima,92345,078261001,Free Lunch,*,60,*,71,45,*,11,196,
Noah Webster Schools-Pima,92374,Noah Webster Schools-Pima,92345,078261001,Students With Disabilities,*,19,*,15,17,*,*,59,
Noah Webster Schools-Pima,92374,Noah Webster Schools-Pima,92345,078261001,Reduced Lunch,*,22,*,13,*,*,*,51,
Nogales Unified District,4457,,,           _,All Students,22,*,*,5681,35,*,*,5749,
Nogales Unified District,4457,,,           _,English Learners,*,*,*,1340,*,*,*,1346,
Nogales Unified District,4457,,,           _,Free Lunch,*,*,*,*,*,*,*,*,
Nogales Unified District,4457,,,           _,Students With Disabilities,*,*,*,612,*,*,*,620,
Nogales Unified District,4457,,,           _,Reduced Lunch,*,*,*,*,*,*,*,*,
Nogales Unified District,4457,A J Mitchell Elementary School,5958,120201114,All Students,*,*,*,417,*,*,*,420,
Nogales Unified District,4457,A J Mitchell Elementary School,5958,120201114,English Learners,*,*,*,*,*,*,*,225,
Nogales Unified District,4457,A J Mitchell Elementary School,5958,120201114,Free Lunch,*,*,*,*,*,*,*,*,
Nogales Unified District,4457,A J Mitchell Elementary School,5958,120201114,Students With Disabilities,*,*,*,54,*,*,*,56,
Nogales Unified District,4457,A J Mitchell Elementary School,5958,120201114,Reduced Lunch,*,*,*,*,*,*,*,*,
Nogales Unified District,4457,Challenger Elementary School,5960,120201119,All Students,*,*,*,574,*,*,*,576,
Nogales Unified District,4457,Challenger Elementary School,5960,120201119,English Learners,*,*,*,197,*,*,*,198,
Nogales Unified District,4457,Challenger Elementary School,5960,120201119,Free Lunch,*,*,*,*,*,*,*,*,
Nogales Unified District,4457,Challenger Elementary School,5960,120201119,Students With Disabilities,*,*,*,78,*,*,*,80,
Nogales Unified District,4457,Challenger Elementary School,5960,120201119,Reduced Lunch,*,*,*,*,*,*,*,*,
Nogales Unified District,4457,Desert Shadows Middle School,5954,120201104,All Students,*,*,*,693,*,*,*,700,
Nogales Unified District,4457,Desert Shadows Middle School,5954,120201104,English Learners,*,*,*,*,*,*,*,57,
Nogales Unified District,4457,Desert Shadows Middle School,5954,120201104,Free Lunch,*,*,*,*,*,*,*,*,
Nogales Unified District,4457,Desert Shadows Middle School,5954,120201104,Students With Disabilities,*,*,*,90,*,*,*,91,
Nogales Unified District,4457,Desert Shadows Middle School,5954,120201104,Reduced Lunch,*,*,*,*,*,*,*,*,
Nogales Unified District,4457,Francisco Vasquez De Coronado Elementary School,5955,120201108,All Students,*,*,*,548,*,*,*,557,
Nogales Unified District,4457,Francisco Vasquez De Coronado Elementary School,5955,120201108,English Learners,*,*,*,114,*,*,*,116,
Nogales Unified District,4457,Francisco Vasquez De Coronado Elementary School,5955,120201108,Free Lunch,*,*,*,*,*,*,*,*,
Nogales Unified District,4457,Francisco Vasquez De Coronado Elementary School,5955,120201108,Students With Disabilities,*,*,*,32,*,*,*,33,
Nogales Unified District,4457,Francisco Vasquez De Coronado Elementary School,5955,120201108,Reduced Lunch,*,*,*,*,*,*,*,*,
Nogales Unified District,4457,Lincoln Elementary School,5957,120201113,All Students,*,*,*,*,*,*,*,425,
Nogales Unified District,4457,Lincoln Elementary School,5957,120201113,English Learners,*,*,*,*,*,*,*,205,
Nogales Unified District,4457,Lincoln Elementary School,5957,120201113,Free Lunch,*,*,*,*,*,*,*,*,
Nogales Unified District,4457,Lincoln Elementary School,5957,120201113,Students With Disabilities,*,*,*,*,*,*,*,92,
Nogales Unified District,4457,Lincoln Elementary School,5957,120201113,Reduced Lunch,*,*,*,*,*,*,*,*,
Nogales Unified District,4457,Mary L Welty Elementary School,5959,120201115,All Students,*,*,*,357,*,*,*,365,
Nogales Unified District,4457,Mary L Welty Elementary School,5959,120201115,English Learners,*,*,*,162,*,*,*,165,
Nogales Unified District,4457,Mary L Welty Elementary School,5959,120201115,Free Lunch,*,*,*,*,*,*,*,*,
Nogales Unified District,4457,Mary L Welty Elementary School,5959,120201115,Students With Disabilities,*,*,*,33,*,*,*,34,
Nogales Unified District,4457,Mary L Welty Elementary School,5959,120201115,Reduced Lunch,*,*,*,*,*,*,*,*,
Nogales Unified District,4457,Nogales High School,5962,120201210,All Students,*,*,*,1695,16,*,*,1724,
Nogales Unified District,4457,Nogales High School,5962,120201210,English Learners,*,*,*,*,*,*,*,130,
Nogales Unified District,4457,Nogales High School,5962,120201210,Free Lunch,*,*,*,*,*,*,*,*,
Nogales Unified District,4457,Nogales High School,5962,120201210,Students With Disabilities,*,*,*,118,*,*,*,119,
Nogales Unified District,4457,Nogales High School,5962,120201210,Reduced Lunch,*,*,*,*,*,*,*,*,
Nogales Unified District,4457,Pierson Vocational High School,5961,120201209,All Students,*,*,*,*,*,*,*,123,
Nogales Unified District,4457,Pierson Vocational High School,5961,120201209,English Learners,*,*,*,*,*,*,*,62,
Nogales Unified District,4457,Pierson Vocational High School,5961,120201209,Free Lunch,*,*,*,*,*,*,*,*,
Nogales Unified District,4457,Pierson Vocational High School,5961,120201209,Students With Disabilities,*,*,*,*,*,*,*,29,
Nogales Unified District,4457,Pierson Vocational High School,5961,120201209,Reduced Lunch,*,*,*,*,*,*,*,*,
Nogales Unified District,4457,Robert Bracker Elementary,6071,120201103,All Students,*,*,*,251,*,*,*,257,
Nogales Unified District,4457,Robert Bracker Elementary,6071,120201103,English Learners,*,*,*,*,*,*,*,50,
Nogales Unified District,4457,Robert Bracker Elementary,6071,120201103,Free Lunch,*,*,*,*,*,*,*,*,
Nogales Unified District,4457,Robert Bracker Elementary,6071,120201103,Students With Disabilities,*,*,*,*,*,*,*,30,
Nogales Unified District,4457,Robert Bracker Elementary,6071,120201103,Reduced Lunch,*,*,*,*,*,*,*,*,
Nogales Unified District,4457,Wade Carpenter Middle School,5956,120201111,All Students,*,*,*,598,*,*,*,602,
Nogales Unified District,4457,Wade Carpenter Middle School,5956,120201111,English Learners,*,*,*,*,*,*,*,138,
Nogales Unified District,4457,Wade Carpenter Middle School,5956,120201111,Free Lunch,*,*,*,*,*,*,*,*,
Nogales Unified District,4457,Wade Carpenter Middle School,5956,120201111,Students With Disabilities,*,*,*,*,*,*,*,56,
Nogales Unified District,4457,Wade Carpenter Middle School,5956,120201111,Reduced Lunch,*,*,*,*,*,*,*,*,
North Phoenix Preparatory Academy,90879,,,           _,All Students,25,*,11,58,297,*,11,407,
North Phoenix Preparatory Academy,90879,,,           _,English Learners,*,*,*,*,*,*,*,*,
North Phoenix Preparatory Academy,90879,,,           _,Free Lunch,*,*,*,*,*,*,*,*,
North Phoenix Preparatory Academy,90879,,,           _,Students With Disabilities,*,*,*,*,12,*,*,21,
North Phoenix Preparatory Academy,90879,,,           _,Reduced Lunch,*,*,*,*,*,*,*,*,
North Phoenix Preparatory Academy,90879,Great Hearts Academies - North Phoenix Prep,91422,078584001,All Students,25,*,11,58,297,*,11,407,
North Phoenix Preparatory Academy,90879,Great Hearts Academies - North Phoenix Prep,91422,078584001,English Learners,*,*,*,*,*,*,*,*,
North Phoenix Preparatory Academy,90879,Great Hearts Academies - North Phoenix Prep,91422,078584001,Free Lunch,*,*,*,*,*,*,*,*,
North Phoenix Preparatory Academy,90879,Great Hearts Academies - North Phoenix Prep,91422,078584001,Students With Disabilities,*,*,*,*,12,*,*,21,
North Phoenix Preparatory Academy,90879,Great Hearts Academies - North Phoenix Prep,91422,078584001,Reduced Lunch,*,*,*,*,*,*,*,*,
"North Star Charter School, Inc.",79701,,,           _,All Students,*,*,24,138,23,*,*,192,
"North Star Charter School, Inc.",79701,,,           _,English Learners,*,*,*,*,*,*,*,*,
"North Star Charter School, Inc.",79701,,,           _,Free Lunch,*,*,71,411,52,*,*,558,
"North Star Charter School, Inc.",79701,,,           _,Students With Disabilities,*,*,*,11,*,*,*,19,
"North Star Charter School, Inc.",79701,,,           _,Reduced Lunch,*,*,*,*,*,*,*,*,
"North Star Charter School, Inc.",79701,Arizona Preparatory Academy,79702,078945201,All Students,*,*,14,74,12,*,*,102,
"North Star Charter School, Inc.",79701,Arizona Preparatory Academy,79702,078945201,English Learners,*,*,*,*,*,*,*,*,
"North Star Charter School, Inc.",79701,Arizona Preparatory Academy,79702,078945201,Free Lunch,*,*,22,129,*,*,*,171,
"North Star Charter School, Inc.",79701,Arizona Preparatory Academy,79702,078945201,Students With Disabilities,*,*,*,*,*,*,*,11,
"North Star Charter School, Inc.",79701,Arizona Preparatory Academy,79702,078945201,Reduced Lunch,*,*,*,*,*,*,*,*,
"North Star Charter School, Inc.",79701,Cyber High School,91268,078945101,All Students,*,*,*,64,11,*,*,90,
"North Star Charter School, Inc.",79701,Cyber High School,91268,078945101,English Learners,*,*,*,*,*,*,*,*,
