LEA Name,LEA Entity ID,School Name,School Entity ID,SchoolCTDS,Subgroup,EthnicAsian,EthnicAmericanIndianAlaskaNative,EthnicBlackAfricanAmerican,EthnicHispanicLatino,EthnicWhite,EthnicNativeHawaiianOthPacIslan,Missing_Ethnicity,Total
"Akimel O'Otham Pee Posh Charter School, Inc.",78966,Akimel O'Otham Pee Posh (3-5),78967,118706001,Sped Students,*,*,*,*,*,*,*,*
Alhambra Elementary District,4280,,,           _,All Students,405,311,989,11187,850,25,161,13928
Alhambra Elementary District,4280,,,           _,ELL Students,193,*,92,2117,50,*,*,2460
Alhambra Elementary District,4280,,,           _,Free Lunch Students,322,247,807,8434,554,23,124,10511
Alhambra Elementary District,4280,,,           _,Sped Students,17,44,114,981,91,*,*,1264
Alhambra Elementary District,4280,Alhambra Traditional School,5381,070468101,All Students,15,11,58,513,142,*,13,752
Alhambra Elementary District,4280,Alhambra Traditional School,5381,070468101,ELL Students,*,*,*,*,*,*,*,*
Alhambra Elementary District,4280,Alhambra Traditional School,5381,070468101,Free Lunch Students,*,*,28,318,24,*,*,381
Alhambra Elementary District,4280,Alhambra Traditional School,5381,070468101,Sped Students,*,*,*,*,*,*,*,*
Alhambra Elementary District,4280,Andalucia Middle School,5382,070468102,All Students,*,26,65,965,48,*,*,1119
Alhambra Elementary District,4280,Andalucia Middle School,5382,070468102,ELL Students,*,*,*,99,*,*,*,108
Alhambra Elementary District,4280,Andalucia Middle School,5382,070468102,Free Lunch Students,*,21,56,883,43,*,*,1017
Alhambra Elementary District,4280,Andalucia Middle School,5382,070468102,Sped Students,*,*,15,88,14,*,*,124
Alhambra Elementary District,4280,Barcelona Middle School,5384,070468104,All Students,*,22,93,549,72,*,*,761
Alhambra Elementary District,4280,Barcelona Middle School,5384,070468104,ELL Students,*,*,*,41,*,*,*,50
Alhambra Elementary District,4280,Barcelona Middle School,5384,070468104,Free Lunch Students,*,18,79,393,49,*,*,555
Alhambra Elementary District,4280,Barcelona Middle School,5384,070468104,Sped Students,*,*,19,112,*,*,*,143
Alhambra Elementary District,4280,Carol G. Peck Elementary School,6030,070468105,All Students,*,15,114,465,46,*,23,671
Alhambra Elementary District,4280,Carol G. Peck Elementary School,6030,070468105,ELL Students,*,*,*,81,*,*,*,93
Alhambra Elementary District,4280,Carol G. Peck Elementary School,6030,070468105,Free Lunch Students,*,*,78,329,37,*,21,478
Alhambra Elementary District,4280,Carol G. Peck Elementary School,6030,070468105,Sped Students,*,*,16,35,*,*,*,62
Alhambra Elementary District,4280,Catalina Ventura School,5385,070468106,All Students,22,16,64,876,93,*,*,1078
Alhambra Elementary District,4280,Catalina Ventura School,5385,070468106,ELL Students,*,*,*,119,*,*,*,127
Alhambra Elementary District,4280,Catalina Ventura School,5385,070468106,Free Lunch Students,19,13,56,781,59,*,*,933
Alhambra Elementary District,4280,Catalina Ventura School,5385,070468106,Sped Students,*,*,*,65,15,*,*,91
Alhambra Elementary District,4280,Cordova Middle School,5386,070468107,All Students,74,18,35,670,42,*,*,848
Alhambra Elementary District,4280,Cordova Middle School,5386,070468107,ELL Students,40,*,*,109,*,*,*,166
Alhambra Elementary District,4280,Cordova Middle School,5386,070468107,Free Lunch Students,69,*,29,587,35,*,*,738
Alhambra Elementary District,4280,Cordova Middle School,5386,070468107,Sped Students,*,*,*,79,*,*,*,100
Alhambra Elementary District,4280,Cordova Primary School,6031,070468108,All Students,26,*,19,302,19,*,*,377
Alhambra Elementary District,4280,Cordova Primary School,6031,070468108,ELL Students,18,*,*,109,*,*,*,135
Alhambra Elementary District,4280,Cordova Primary School,6031,070468108,Free Lunch Students,15,*,*,61,*,*,*,98
Alhambra Elementary District,4280,Cordova Primary School,6031,070468108,Sped Students,*,*,*,22,*,*,*,26
Alhambra Elementary District,4280,Granada East School,5387,070468109,All Students,*,15,34,1051,31,*,*,1143
Alhambra Elementary District,4280,Granada East School,5387,070468109,ELL Students,*,*,*,141,*,*,*,146
Alhambra Elementary District,4280,Granada East School,5387,070468109,Free Lunch Students,*,*,24,249,*,*,*,291
Alhambra Elementary District,4280,Granada East School,5387,070468109,Sped Students,*,*,*,97,*,*,*,111
Alhambra Elementary District,4280,Granada Primary School,5388,070468110,All Students,*,*,25,852,33,*,*,934
Alhambra Elementary District,4280,Granada Primary School,5388,070468110,ELL Students,*,*,*,227,*,*,*,230
Alhambra Elementary District,4280,Granada Primary School,5388,070468110,Free Lunch Students,*,*,21,767,30,*,*,834
Alhambra Elementary District,4280,Granada Primary School,5388,070468110,Sped Students,*,*,*,67,*,*,*,80
Alhambra Elementary District,4280,James W. Rice Primary School,5383,070468103,All Students,*,*,46,935,51,*,12,1060
Alhambra Elementary District,4280,James W. Rice Primary School,5383,070468103,ELL Students,*,*,*,243,*,*,*,251
Alhambra Elementary District,4280,James W. Rice Primary School,5383,070468103,Free Lunch Students,*,*,34,545,36,*,*,634
Alhambra Elementary District,4280,James W. Rice Primary School,5383,070468103,Sped Students,*,*,*,79,*,*,*,90
Alhambra Elementary District,4280,Montebello School,5389,070468111,All Students,91,36,130,1040,68,*,*,1387
Alhambra Elementary District,4280,Montebello School,5389,070468111,ELL Students,61,*,18,271,*,*,*,362
Alhambra Elementary District,4280,Montebello School,5389,070468111,Free Lunch Students,65,35,110,849,58,*,*,1137
Alhambra Elementary District,4280,Montebello School,5389,070468111,Sped Students,*,*,*,93,*,*,*,116
Alhambra Elementary District,4280,R E Simpson School,5391,070468113,All Students,42,41,58,641,39,*,*,831
Alhambra Elementary District,4280,R E Simpson School,5391,070468113,ELL Students,16,*,*,103,*,*,*,130
Alhambra Elementary District,4280,R E Simpson School,5391,070468113,Free Lunch Students,37,36,55,569,33,*,*,739
Alhambra Elementary District,4280,R E Simpson School,5391,070468113,Sped Students,*,*,*,59,*,*,*,83
Alhambra Elementary District,4280,Sevilla Primary School,5390,070468112,All Students,24,16,82,684,57,*,*,880
Alhambra Elementary District,4280,Sevilla Primary School,5390,070468112,ELL Students,12,*,*,239,*,*,*,266
Alhambra Elementary District,4280,Sevilla Primary School,5390,070468112,Free Lunch Students,21,14,76,626,43,*,*,797
Alhambra Elementary District,4280,Sevilla Primary School,5390,070468112,Sped Students,*,*,*,57,*,*,*,72
Alhambra Elementary District,4280,Sevilla West School,79203,070468115,All Students,34,33,101,911,64,*,*,1154
Alhambra Elementary District,4280,Sevilla West School,79203,070468115,ELL Students,*,*,12,131,*,*,*,156
Alhambra Elementary District,4280,Sevilla West School,79203,070468115,Free Lunch Students,32,32,92,810,51,*,*,1026
Alhambra Elementary District,4280,Sevilla West School,79203,070468115,Sped Students,*,*,*,67,*,*,*,93
Alhambra Elementary District,4280,Westwood Primary School,5392,070468114,All Students,32,37,65,733,45,*,*,933
Alhambra Elementary District,4280,Westwood Primary School,5392,070468114,ELL Students,18,*,12,200,*,*,*,235
Alhambra Elementary District,4280,Westwood Primary School,5392,070468114,Free Lunch Students,30,34,61,667,43,*,*,853
Alhambra Elementary District,4280,Westwood Primary School,5392,070468114,Sped Students,*,*,*,59,*,*,*,69
All Aboard Charter School,79969,,,           _,All Students,*,*,11,56,34,*,*,110
All Aboard Charter School,79969,,,           _,ELL Students,*,*,*,*,*,*,*,*
All Aboard Charter School,79969,,,           _,Free Lunch Students,*,*,*,45,25,*,*,86
All Aboard Charter School,79969,,,           _,Sped Students,*,*,*,*,*,*,*,*
All Aboard Charter School,79969,All Aboard Charter School,79970,078967101,All Students,*,*,11,56,34,*,*,110
All Aboard Charter School,79969,All Aboard Charter School,79970,078967101,ELL Students,*,*,*,*,*,*,*,*
All Aboard Charter School,79969,All Aboard Charter School,79970,078967101,Free Lunch Students,*,*,*,45,25,*,*,86
All Aboard Charter School,79969,All Aboard Charter School,79970,078967101,Sped Students,*,*,*,*,*,*,*,*
"Allen-Cochran Enterprises, Inc.",4347,,,           _,All Students,*,*,17,62,228,*,29,360
"Allen-Cochran Enterprises, Inc.",4347,,,           _,ELL Students,*,*,*,*,*,*,*,*
"Allen-Cochran Enterprises, Inc.",4347,,,           _,Free Lunch Students,*,*,*,*,*,*,*,*
"Allen-Cochran Enterprises, Inc.",4347,,,           _,Sped Students,*,*,*,*,28,*,*,41
"Allen-Cochran Enterprises, Inc.",4347,Center for Educational Excellence,5521,078724101,All Students,*,*,17,62,228,*,29,360
"Allen-Cochran Enterprises, Inc.",4347,Center for Educational Excellence,5521,078724101,ELL Students,*,*,*,*,*,*,*,*
"Allen-Cochran Enterprises, Inc.",4347,Center for Educational Excellence,5521,078724101,Free Lunch Students,*,*,*,*,*,*,*,*
"Allen-Cochran Enterprises, Inc.",4347,Center for Educational Excellence,5521,078724101,Sped Students,*,*,*,*,28,*,*,41
Alpine Elementary District,4161,,,           _,All Students,*,*,*,*,55,*,*,68
Alpine Elementary District,4161,,,           _,ELL Students,*,*,*,*,*,*,*,*
Alpine Elementary District,4161,,,           _,Free Lunch Students,*,*,*,*,32,*,*,34
Alpine Elementary District,4161,,,           _,Sped Students,*,*,*,*,*,*,*,*
Alpine Elementary District,4161,Alpine Elementary School,4743,010307101,All Students,*,*,*,*,44,*,*,57
Alpine Elementary District,4161,Alpine Elementary School,4743,010307101,ELL Students,*,*,*,*,*,*,*,*
Alpine Elementary District,4161,Alpine Elementary School,4743,010307101,Free Lunch Students,*,*,*,*,29,*,*,31
Alpine Elementary District,4161,Alpine Elementary School,4743,010307101,Sped Students,*,*,*,*,*,*,*,*
Alpine Elementary District,4161,Round Valley High School,4721,010210210,All Students,*,*,*,*,*,*,*,*
Alpine Elementary District,4161,Round Valley High School,4721,010210210,ELL Students,*,*,*,*,*,*,*,*
Alpine Elementary District,4161,Round Valley High School,4721,010210210,Free Lunch Students,*,*,*,*,*,*,*,*
Alpine Elementary District,4161,Round Valley High School,4721,010210210,Sped Students,*,*,*,*,*,*,*,*
Alpine Elementary District,4161,White Mountain Academy,92686,010210211,All Students,*,*,*,*,*,*,*,*
Alpine Elementary District,4161,White Mountain Academy,92686,010210211,ELL Students,*,*,*,*,*,*,*,*
Alpine Elementary District,4161,White Mountain Academy,92686,010210211,Free Lunch Students,*,*,*,*,*,*,*,*
Alpine Elementary District,4161,White Mountain Academy,92686,010210211,Sped Students,*,*,*,*,*,*,*,*
Altar Valley Elementary District,4418,,,           _,All Students,*,69,*,494,386,*,18,981
Altar Valley Elementary District,4418,,,           _,ELL Students,*,*,*,39,*,*,*,40
Altar Valley Elementary District,4418,,,           _,Free Lunch Students,*,40,*,330,224,*,11,612
Altar Valley Elementary District,4418,,,           _,Sped Students,*,*,*,53,59,*,*,124
Altar Valley Elementary District,4418,Altar Valley Middle School,5859,100351103,All Students,*,19,*,168,114,*,*,309
Altar Valley Elementary District,4418,Altar Valley Middle School,5859,100351103,ELL Students,*,*,*,*,*,*,*,11
Altar Valley Elementary District,4418,Altar Valley Middle School,5859,100351103,Free Lunch Students,*,11,*,114,57,*,*,188
Altar Valley Elementary District,4418,Altar Valley Middle School,5859,100351103,Sped Students,*,*,*,19,15,*,*,37
Altar Valley Elementary District,4418,Flowing Wells High School,5791,100208210,All Students,*,*,*,79,71,*,*,165
Altar Valley Elementary District,4418,Flowing Wells High School,5791,100208210,ELL Students,*,*,*,*,*,*,*,*
Altar Valley Elementary District,4418,Flowing Wells High School,5791,100208210,Free Lunch Students,*,*,*,67,48,*,*,124
Altar Valley Elementary District,4418,Flowing Wells High School,5791,100208210,Sped Students,*,*,*,*,*,*,*,16
Altar Valley Elementary District,4418,MCAT High School,6279,100206045,All Students,*,*,*,*,*,*,*,*
Altar Valley Elementary District,4418,MCAT High School,6279,100206045,ELL Students,*,*,*,*,*,*,*,*
Altar Valley Elementary District,4418,MCAT High School,6279,100206045,Free Lunch Students,*,*,*,*,*,*,*,*
Altar Valley Elementary District,4418,MCAT High School,6279,100206045,Sped Students,*,*,*,*,*,*,*,*
Altar Valley Elementary District,4418,Marana High School,5781,100206240,All Students,*,*,*,22,39,*,*,67
Altar Valley Elementary District,4418,Marana High School,5781,100206240,ELL Students,*,*,*,*,*,*,*,*
Altar Valley Elementary District,4418,Marana High School,5781,100206240,Free Lunch Students,*,*,*,18,27,*,*,48
Altar Valley Elementary District,4418,Marana High School,5781,100206240,Sped Students,*,*,*,*,*,*,*,13
Altar Valley Elementary District,4418,Robles Elementary School,84336,100351100,All Students,*,39,*,217,155,*,*,424
Altar Valley Elementary District,4418,Robles Elementary School,84336,100351100,ELL Students,*,*,*,24,*,*,*,25
Altar Valley Elementary District,4418,Robles Elementary School,84336,100351100,Free Lunch Students,*,21,*,125,86,*,*,240
Altar Valley Elementary District,4418,Robles Elementary School,84336,100351100,Sped Students,*,*,*,22,28,*,*,56
Altar Valley Elementary District,4418,Sentinel Peak High School,6054,100208020,All Students,*,*,*,*,*,*,*,14
Altar Valley Elementary District,4418,Sentinel Peak High School,6054,100208020,ELL Students,*,*,*,*,*,*,*,*
Altar Valley Elementary District,4418,Sentinel Peak High School,6054,100208020,Free Lunch Students,*,*,*,*,*,*,*,*
Altar Valley Elementary District,4418,Sentinel Peak High School,6054,100208020,Sped Students,*,*,*,*,*,*,*,*
Ambassador Academy,89550,,,           _,All Students,*,*,*,*,22,*,*,49
Ambassador Academy,89550,,,           _,ELL Students,*,*,*,*,*,*,*,*
Ambassador Academy,89550,,,           _,Free Lunch Students,*,*,*,*,*,*,*,*
Ambassador Academy,89550,,,           _,Sped Students,*,*,*,*,*,*,*,*
Ambassador Academy,89550,Ambassador Academy,89551,078529101,All Students,*,*,*,*,22,*,*,49
Ambassador Academy,89550,Ambassador Academy,89551,078529101,ELL Students,*,*,*,*,*,*,*,*
Ambassador Academy,89550,Ambassador Academy,89551,078529101,Free Lunch Students,*,*,*,*,*,*,*,*
Ambassador Academy,89550,Ambassador Academy,89551,078529101,Sped Students,*,*,*,*,*,*,*,*
American Basic Schools LLC,79215,,,           _,All Students,*,*,46,728,84,*,*,880
American Basic Schools LLC,79215,,,           _,ELL Students,*,*,*,261,*,*,*,264
American Basic Schools LLC,79215,,,           _,Free Lunch Students,*,*,40,695,64,*,*,816
American Basic Schools LLC,79215,,,           _,Sped Students,*,*,*,52,*,*,*,61
American Basic Schools LLC,79215,Burke Basic School,78788,078989101,All Students,*,*,46,728,84,*,*,880
American Basic Schools LLC,79215,Burke Basic School,78788,078989101,ELL Students,*,*,*,261,*,*,*,264
American Basic Schools LLC,79215,Burke Basic School,78788,078989101,Free Lunch Students,*,*,40,695,64,*,*,816
American Basic Schools LLC,79215,Burke Basic School,78788,078989101,Sped Students,*,*,*,52,*,*,*,61
American Charter Schools Foundation d.b.a. Alta Vista High School,80995,,,           _,All Students,*,11,*,412,*,*,*,438
American Charter Schools Foundation d.b.a. Alta Vista High School,80995,,,           _,ELL Students,*,*,*,13,*,*,*,16
American Charter Schools Foundation d.b.a. Alta Vista High School,80995,,,           _,Free Lunch Students,*,11,*,412,*,*,*,438
American Charter Schools Foundation d.b.a. Alta Vista High School,80995,,,           _,Sped Students,*,*,*,29,*,*,*,31
American Charter Schools Foundation d.b.a. Alta Vista High School,80995,Alta Vista High School,80996,108794201,All Students,*,11,*,412,*,*,*,438
American Charter Schools Foundation d.b.a. Alta Vista High School,80995,Alta Vista High School,80996,108794201,ELL Students,*,*,*,13,*,*,*,16
American Charter Schools Foundation d.b.a. Alta Vista High School,80995,Alta Vista High School,80996,108794201,Free Lunch Students,*,11,*,412,*,*,*,438
American Charter Schools Foundation d.b.a. Alta Vista High School,80995,Alta Vista High School,80996,108794201,Sped Students,*,*,*,29,*,*,*,31
American Charter Schools Foundation d.b.a. Apache Trail High School,79883,,,           _,All Students,*,*,*,36,121,*,*,165
American Charter Schools Foundation d.b.a. Apache Trail High School,79883,,,           _,ELL Students,*,*,*,*,*,*,*,*
American Charter Schools Foundation d.b.a. Apache Trail High School,79883,,,           _,Free Lunch Students,*,*,*,27,77,*,*,109
American Charter Schools Foundation d.b.a. Apache Trail High School,79883,,,           _,Sped Students,*,*,*,*,14,*,*,18
American Charter Schools Foundation d.b.a. Apache Trail High School,79883,Apache Trail High School,6346,118703001,All Students,*,*,*,36,121,*,*,165
American Charter Schools Foundation d.b.a. Apache Trail High School,79883,Apache Trail High School,6346,118703001,ELL Students,*,*,*,*,*,*,*,*
American Charter Schools Foundation d.b.a. Apache Trail High School,79883,Apache Trail High School,6346,118703001,Free Lunch Students,*,*,*,27,77,*,*,109
American Charter Schools Foundation d.b.a. Apache Trail High School,79883,Apache Trail High School,6346,118703001,Sped Students,*,*,*,*,14,*,*,18
American Charter Schools Foundation d.b.a. Crestview College Preparatory High Sc,79874,,,           _,All Students,*,*,*,173,36,*,*,234
American Charter Schools Foundation d.b.a. Crestview College Preparatory High Sc,79874,,,           _,ELL Students,*,*,*,*,*,*,*,14
American Charter Schools Foundation d.b.a. Crestview College Preparatory High Sc,79874,,,           _,Free Lunch Students,*,*,*,141,14,*,*,169
American Charter Schools Foundation d.b.a. Crestview College Preparatory High Sc,79874,,,           _,Sped Students,*,*,*,*,*,*,*,12
American Charter Schools Foundation d.b.a. Crestview College Preparatory High Sc,79874,Crestview College Preparatory High School,78813,078950001,All Students,*,*,*,173,36,*,*,234
American Charter Schools Foundation d.b.a. Crestview College Preparatory High Sc,79874,Crestview College Preparatory High School,78813,078950001,ELL Students,*,*,*,*,*,*,*,14
American Charter Schools Foundation d.b.a. Crestview College Preparatory High Sc,79874,Crestview College Preparatory High School,78813,078950001,Free Lunch Students,*,*,*,141,14,*,*,169
American Charter Schools Foundation d.b.a. Crestview College Preparatory High Sc,79874,Crestview College Preparatory High School,78813,078950001,Sped Students,*,*,*,*,*,*,*,12
American Charter Schools Foundation d.b.a. Desert Hills High School,79872,,,           _,All Students,*,*,20,80,98,*,*,211
American Charter Schools Foundation d.b.a. Desert Hills High School,79872,,,           _,ELL Students,*,*,*,*,*,*,*,*
American Charter Schools Foundation d.b.a. Desert Hills High School,79872,,,           _,Free Lunch Students,*,*,13,43,32,*,*,94
American Charter Schools Foundation d.b.a. Desert Hills High School,79872,,,           _,Sped Students,*,*,*,13,16,*,*,36
American Charter Schools Foundation d.b.a. Desert Hills High School,79872,Desert Hills High School,78901,078947001,All Students,*,*,20,80,98,*,*,211
American Charter Schools Foundation d.b.a. Desert Hills High School,79872,Desert Hills High School,78901,078947001,ELL Students,*,*,*,*,*,*,*,*
American Charter Schools Foundation d.b.a. Desert Hills High School,79872,Desert Hills High School,78901,078947001,Free Lunch Students,*,*,13,43,32,*,*,94
American Charter Schools Foundation d.b.a. Desert Hills High School,79872,Desert Hills High School,78901,078947001,Sped Students,*,*,*,13,16,*,*,36
American Charter Schools Foundation d.b.a. Estrella High School,79873,,,           _,All Students,*,*,42,226,28,*,*,302
American Charter Schools Foundation d.b.a. Estrella High School,79873,,,           _,ELL Students,*,*,*,*,*,*,*,*
American Charter Schools Foundation d.b.a. Estrella High School,79873,,,           _,Free Lunch Students,*,*,36,193,20,*,*,251
American Charter Schools Foundation d.b.a. Estrella High School,79873,,,           _,Sped Students,*,*,*,24,*,*,*,33
