,schoolcode,totalenrolled,white,black,hispanic,lowincome,dropout,year
3758,450670030260001,148,95.9,0.0,0.0,10.8,0.7,2018
3762,450670040260001,685,94.2,0.0,2.8,8.5,0.3,2018
3767,450670050260001,806,95.7,0.0,1.5,17.7,0.6,2018
3773,450790010220001,59,93.2,0.0,0.0,55.9,0.0,2018
3777,450791320260001,376,96.3,0.0,0.0,33.5,1.1,2018
3782,450791380260001,164,97.6,0.0,0.0,28.7,2.4,2018
3785,450791390260001,329,92.7,0.0,0.0,36.5,2.1,2018
3788,450791400260001,349,77.1,16.3,0.0,50.1,2.3,2018
3792,470521700220001,743,85.6,2.0,4.4,35.1,1.9,2018
3803,470522720260001,216,96.3,0.0,0.0,31.9,0.5,2018
3807,470522750260001,233,89.3,0.0,7.3,36.5,0.0,2018
3814,470712120170001,893,59.0,2.1,35.5,22.5,0.8,2018
3816,470712200260001,422,85.8,0.0,9.5,37.7,1.7,2018
3820,470712210260004,440,91.4,0.0,3.4,30.7,0.0,2018
3824,470712220260004,160,93.8,0.0,0.0,42.5,0.0,2018
3828,470712230260003,596,86.7,0.0,10.1,24.5,0.3,2018
3833,470712260260001,470,87.9,0.0,5.5,20.2,0.2,2018
3845,470980010260001,199,94.0,0.0,0.0,31.2,1.0,2018
3849,470980020260001,289,93.4,0.0,0.0,28.7,0.0,2018
3854,470980030260001,245,92.7,0.0,6.5,45.7,1.6,2018
3859,470980050260014,1044,56.5,3.4,34.7,53.4,2.0,2018
3866,470980060260001,260,93.1,0.0,0.0,32.7,3.5,2018
3880,470983010170001,645,69.5,0.0,24.2,49.8,1.4,2018
3896,480721500250023,802,8.7,67.0,16.6,80.9,3.4,2018
3897,480721500250024,1357,13.0,65.6,12.4,73.7,2.5,2018
3898,480721500250025,1226,45.2,28.8,8.0,38.6,0.4,2018
3921,480722650260001,445,94.2,0.0,3.4,36.2,1.8,2018
3925,480723090260003,241,95.9,0.0,0.0,19.5,0.0,2018
3928,480723100160001,1009,78.0,9.9,4.5,43.8,2.2,2018
3932,480723210260007,622,93.6,0.0,1.9,33.8,2.7,2018
3939,480723220260004,233,93.6,0.0,0.0,15.9,0.4,2018
3943,480723230260004,1304,72.7,6.1,3.8,10.4,0.5,2018
3952,480723250260005,206,72.8,7.8,6.3,66.0,2.9,2018
3955,480723260260005,397,89.2,0.0,5.0,30.5,0.4,2018
3958,480723270260008,253,92.5,0.0,0.0,25.3,1.2,2018
3966,490810300170001,1665,53.9,13.2,25.4,62.3,0.8,2018
3979,490810400220001,2082,56.3,8.5,27.0,45.8,0.8,2018
3994,490810410250001,1597,46.5,31.3,12.3,58.7,2.2,2018
4008,490811000260001,329,93.0,0.0,0.0,20.7,0.0,2018
4012,490812000260001,462,88.7,0.0,5.2,19.5,0.4,2018
4018,490813000260001,350,94.0,0.0,2.9,22.9,0.6,2018
4024,500820090260003,263,71.5,17.9,0.0,41.1,1.4,2018
4027,500820190260001,1078,70.2,13.5,5.8,19.1,0.6,2018
4035,500820400260001,255,96.1,0.0,0.0,59.2,1.1,2018
4038,500820600260003,163,97.5,0.0,0.0,32.5,1.2,2018
4045,500820770160001,633,94.5,0.0,0.0,13.6,0.5,2018
4100,500821870260011,883,6.0,90.6,1.6,84.8,7.4,2018
4111,500821880220001,21,0.0,100.0,0.0,100.0,0.0,2018
4115,500821890220043,1235,0.0,98.1,0.9,92.1,2.6,2018
4125,500821960260001,278,88.5,0.0,0.0,52.2,5.4,2018
4129,500822010170001,2476,45.0,40.8,4.6,43.3,0.6,2018
4130,500822010170002,2068,52.4,38.3,4.1,49.4,0.2,2018
4132,500822030170001,2409,65.7,18.6,5.4,21.7,1.2,2018
4134,510652000260001,115,93.0,0.0,0.0,47.0,0.0,2018
4137,510652020260001,479,94.6,0.0,0.0,41.3,0.0,2018
4141,510652130260001,303,94.7,0.0,0.0,27.7,0.0,2018
4146,510840010260001,139,95.0,0.0,0.0,33.1,2.2,2018
4150,510840050260001,1403,79.5,4.8,4.8,17.7,1.1,2018
4157,510840080260001,420,91.2,0.0,2.9,11.0,0.5,2018
4161,510840100260001,393,96.4,0.0,0.0,30.0,1.3,2018
4166,510840110260001,273,96.3,0.0,0.0,24.9,1.6,2018
4169,510840140260001,407,93.1,2.7,0.0,43.0,2.0,2018
4173,510840150260001,467,94.2,0.0,0.0,8.8,0.0,2018
4178,510840160260001,249,94.0,0.0,0.0,26.9,0.8,2018
4182,510841860250001,1199,48.3,39.1,2.3,76.3,1.4,2018
4183,510841860250002,1415,55.0,26.5,4.8,39.4,1.1,2018
4184,510841860250003,1233,39.7,50.0,2.9,68.3,3.6,2018
4209,510841860252045,243,35.4,52.7,0.0,88.5,0.0,2018
4214,530601260260001,276,97.8,0.0,0.0,43.1,1.8,2018
4218,530601890260001,193,94.8,0.0,0.0,45.6,2.1,2018
4223,530601910260001,291,96.2,0.0,0.0,49.8,2.7,2018
4269,530903030160002,1824,91.3,0.7,2.9,42.4,2.0,2018
4271,530903080160001,1340,91.9,1.3,2.7,21.5,0.4,2018
4273,530903090160001,983,85.4,1.9,5.2,51.0,1.1,2018
4277,530907010260001,345,94.5,0.0,0.0,18.3,0.6,2018
4281,530907020260001,313,91.4,0.0,3.8,11.5,1.9,2018
4285,530907030260001,137,93.4,0.0,0.0,30.7,1.5,2018
4289,530907090260006,923,90.8,2.0,3.0,13.8,0.9,2018
4300,531020060260001,338,87.6,0.0,4.4,38.2,3.6,2018
4305,531020110260001,356,91.3,0.0,4.8,29.5,0.6,2018
4310,531020210260001,147,89.8,0.0,0.0,49.0,1.0,2018
4313,531020600260001,164,97.0,0.0,0.0,26.2,0.6,2018
4320,531021220170001,980,91.6,1.5,2.8,17.1,0.0,2018
4322,531021400260001,517,94.0,0.0,2.7,17.4,0.6,2018
4331,540920020260004,387,92.8,0.0,3.9,53.2,1.3,2018
4335,540920040260004,289,88.6,0.0,0.0,55.7,1.7,2018
4343,540920110260005,365,82.7,0.0,14.8,44.4,3.8,2018
4350,540920760260001,304,84.5,0.0,6.3,28.6,0.7,2018
4354,540921180240022,1467,45.2,36.1,10.2,62.4,4.2,2018
4365,540922250170001,134,94.8,0.0,0.0,42.5,1.5,2018
4367,540925120260001,268,96.6,0.0,0.0,37.7,0.4,2018
4445,560992020220001,2066,58.2,9.5,25.3,31.8,1.2,2018
4446,560992020220002,2521,56.5,10.9,26.6,27.6,1.0,2018
4447,560992020220003,2322,67.5,6.8,13.0,13.8,0.5,2018
4448,560992020220004,2250,44.6,16.6,25.9,28.2,0.3,2018
4477,560992040170001,3239,15.2,19.2,61.7,73.4,4.4,2018
4478,560992040170003,3310,34.5,23.1,37.4,47.9,2.6,2018
4480,560992050170001,3706,71.6,5.9,18.0,17.6,1.0,2018
4482,560992100160001,2138,85.4,1.4,9.4,7.5,0.3,2018
4483,560992100160002,2889,77.5,6.3,10.2,5.1,0.1,2018
4484,560992100160004,1905,83.6,1.8,11.3,8.5,0.1,2018
4498,04101205025201C,321,11.2,59.5,24.6,31.2,0.0,2018
4505,07016901025001C,531,0.0,92.7,3.4,43.7,0.0,2018
4507,11012002C260001,391,95.7,0.0,0.0,26.6,0.5,2018
4512,11012003C260001,172,97.7,0.0,0.0,60.5,0.9,2018
4515,11012004C260001,390,95.1,0.0,0.0,46.2,1.1,2018
4518,11087003A260001,205,99.5,0.0,0.0,62.0,0.0,2018
4521,11087005A260001,105,99.0,0.0,0.0,32.4,0.0,2018
4525,15016299025010C,260,0.0,99.6,0.0,85.0,0.8,2018
4526,15016299025012C,749,0.0,3.2,96.3,99.3,0.5,2018
4527,15016299025013C,316,0.0,97.8,0.0,81.6,0.3,2018
4528,15016299025015C,538,0.0,63.9,34.9,96.3,1.1,2018
4530,15016299025019C,306,0.0,99.3,0.0,97.7,0.0,2018
4531,15016299025020C,86,0.0,0.0,98.8,100.0,30.2,2018
4532,15016299025022C,1010,5.0,4.7,88.3,83.6,0.3,2018
4533,15016299025027C,258,0.0,86.8,10.1,94.2,0.8,2018
4534,15016299025028C,985,0.0,3.0,95.2,95.2,0.0,2018
4535,15016299025029C,633,2.2,16.9,79.5,83.6,0.6,2018
4536,15016299025030C,461,0.0,75.1,23.9,97.2,4.1,2018
4537,15016299025031C,662,1.7,15.1,81.3,93.8,2.1,2018
4538,15016299025032C,1096,0.0,97.4,2.3,88.7,2.6,2018
4539,15016299025033C,939,1.5,30.6,63.7,85.3,0.7,2018
4540,15016299025034C,1136,0.0,32.7,65.9,90.3,0.1,2018
4541,15016299025035C,956,0.0,27.2,67.4,84.6,0.3,2018
4542,15016299025036C,780,0.0,97.2,2.1,96.0,0.3,2018
4543,15016299025037C,628,0.0,98.4,0.0,87.1,1.8,2018
4544,15016299025038C,508,0.0,94.7,4.5,94.1,1.0,2018
4545,15016299025039C,647,0.0,96.0,3.4,92.3,0.2,2018
4546,15016299025040C,365,0.0,84.1,12.9,96.2,3.3,2018
4547,15016299025041C,652,0.0,12.1,84.7,89.1,0.2,2018
4548,15016299025042C,1014,1.7,12.8,84.4,90.5,0.6,2018
4549,15016299025043C,489,2.9,46.0,45.8,85.5,1.0,2018
4550,15016299025044C,525,0.0,0.0,95.2,92.4,0.4,2018
4551,15016299025046C,348,0.0,99.1,0.0,97.1,0.0,2018
4552,15016299025049C,691,1.7,27.1,67.6,93.6,1.6,2018
4553,15016299025050C,386,0.0,87.3,9.6,82.9,0.8,2018
4554,15016299025051C,436,0.0,97.9,0.0,95.2,0.0,2018
4555,15016299025052C,333,0.0,97.6,0.0,92.2,0.0,2018
4556,15016299025053C,462,0.0,96.5,3.0,93.1,0.5,2018
4557,15016299025054C,154,0.0,94.8,0.0,97.4,32.5,2018
4558,15016299025055C,151,0.0,95.4,0.0,99.3,46.4,2018
4559,15016299025056C,180,0.0,0.0,94.4,97.8,60.0,2018
4560,15016299025057C,143,0.0,28.7,67.8,98.6,61.5,2018
4561,15016299025058C,143,0.0,97.9,0.0,100.0,39.2,2018
4562,15016299025059C,163,0.0,99.4,0.0,98.2,39.3,2018
4563,15016299025060C,164,0.0,99.4,0.0,100.0,57.3,2018
4564,15016299025061C,156,0.0,97.4,0.0,98.7,53.8,2018
4565,15016299025062C,200,0.0,16.5,79.0,94.5,39.5,2018
4566,15016299025063C,409,0.0,90.5,7.8,98.5,48.2,2018
4567,15016299025064C,209,0.0,27.8,68.4,97.6,56.0,2018
4568,15016299025065C,231,0.0,5.6,93.5,98.7,48.1,2018
4569,15016299025066C,101,0.0,83.2,15.8,93.1,49.5,2018
4570,15016299025067C,344,0.0,94.2,5.2,99.7,6.1,2018
4571,15016299025068C,221,9.5,31.2,48.9,87.3,39.8,2018
4572,15016299025070C,129,0.0,80.6,17.1,96.9,48.1,2018
4573,15016299025071C,95,0.0,75.8,24.2,97.9,63.2,2018
4574,15016299025072C,231,0.0,91.8,6.5,97.4,35.9,2018
4575,15016299025073C,164,0.0,99.4,0.0,79.3,47.0,2018
4576,15016299025074C,364,0.0,2.7,94.8,95.3,4.7,2018
4577,15016299025079C,489,0.0,2.0,93.9,96.5,2.7,2018
4579,15016299025082C,917,20.9,6.5,53.2,79.0,0.2,2018
4580,15016299025083C,415,0.0,99.0,0.0,93.0,0.0,2018
4581,15016299025084C,353,0.0,99.4,0.0,98.3,0.3,2018
4582,15016299025085C,600,1.8,0.0,97.0,93.7,0.0,2018
4583,15016299025086C,551,0.0,0.0,98.7,96.0,2.7,2018
4586,15016299025107C,641,0.0,97.8,0.0,83.8,0.7,2018
4592,15016299025217C,596,3.5,31.2,53.7,93.0,0.3,2018
4603,15016299025232C,1071,1.2,45.3,52.8,95.8,0.2,2018
4608,15016299025240C,723,0.0,30.3,68.9,95.9,0.9,2018
4613,15016299025247C,1334,0.0,98.8,0.7,89.7,0.0,2018
4644,15016900025201C,790,5.9,4.3,83.9,64.6,0.0,2018
4646,15016902025201C,245,0.0,95.9,0.0,87.8,0.0,2018
4651,17053006J260001,104,91.3,0.0,0.0,53.8,1.0,2018
4654,17064005026001C,52,48.1,42.3,0.0,63.5,21.2,2018
4664,31045300026201C,828,41.8,5.3,28.5,21.9,3.0,2018
4670,48072150025027C,610,7.7,70.7,11.3,68.2,0.0,2018
4671,50082189022001C,107,0.0,97.2,0.0,87.9,0.9,2018
4673,51084003A260001,766,93.2,1.7,0.0,10.3,0.5,2018
4705,56099200U260001,323,76.8,0.0,17.6,24.5,0.6,2018
4709,56099201U260001,1638,19.7,65.5,9.9,67.4,0.9,2018
4718,56099207U260001,493,86.4,0.0,9.1,19.3,0.8,2018
4724,56099209U260001,465,92.0,0.0,3.0,36.6,0.4,2018
4729,56099255U260001,477,87.8,0.0,6.9,32.7,0.8,2018
4733,56099365U260007,3550,19.5,26.6,41.8,59.4,2.7,2018
4734,56099365U260008,1920,34.7,12.7,44.8,59.1,1.6,2018
0,010010010260001,239,95.4,0.0,0.4,46.4,0.6,2019
2,010010020260001,288,97.6,0.3,0.0,20.5,3.0,2019
4,010010030260001,237,98.3,0.0,0.0,42.2,3.7,2019
8,010010040260001,200,98.5,0.0,1.0,34.0,1.5,2019
11,010011720220003,1742,81.7,6.7,3.5,48.7,2.4,2019
21,010050010260001,201,96.0,0.5,1.5,38.8,2.4,2019
24,010090150260007,896,36.9,10.0,51.7,78.2,8.1,2019
27,010090640260003,145,92.4,0.0,4.8,50.3,3.8,2019
29,010092620260002,129,98.4,0.0,1.6,41.1,3.6,2019
32,010690010260001,217,94.9,0.5,0.0,33.2,4.8,2019
34,010690060260001,165,95.8,1.2,0.6,38.2,1.7,2019
36,010690110260001,47,97.9,0.0,0.0,51.1,5.6,2019
39,010690270260001,180,93.3,0.0,2.8,37.2,0.8,2019
41,010691170220014,970,78.5,7.2,3.4,47.8,11.7,2019
50,010750030260002,74,100.0,0.0,0.0,60.8,9.9,2019
52,010750040260002,84,95.2,4.8,0.0,100.0,8.3,2019
55,010750100260009,323,96.9,0.6,1.2,36.5,4.6,2019
58,010750120260001,140,95.7,0.0,1.4,62.1,5.2,2019
61,010860010260001,182,97.3,0.0,1.6,37.4,2.2,2019
63,010860020260001,64,96.9,0.0,1.6,51.6,1.5,2019
66,030030010260001,121,92.6,1.7,2.5,42.1,6.1,2019
69,030030020260001,539,90.2,2.2,1.7,36.4,2.9,2019
74,030110010260002,80,96.3,0.0,1.3,26.3,3.6,2019
77,030110030260006,755,93.6,0.3,1.7,43.7,5.5,2019
82,030110040260002,75,96.0,0.0,2.7,38.7,3.7,2019
85,030110080260006,394,96.7,0.0,1.0,55.8,4.0,2019
89,030110140240001,151,91.4,0.0,3.3,57.6,3.3,2019
91,030250100260001,224,97.8,1.3,0.4,37.5,4.9,2019
93,030250200260001,157,96.8,0.0,1.3,41.4,1.1,2019
95,030250300260001,194,97.9,0.0,1.0,21.1,1.7,2019
97,030250400260001,715,91.3,1.1,3.5,33.4,5.9,2019
102,030250500260001,334,98.8,0.3,0.3,2.1,0.9,2019
105,030262010260003,80,92.5,0.0,2.5,58.8,5.1,2019
108,030262020260002,110,97.3,1.8,0.9,46.4,9.4,2019
111,030262030260001,407,94.3,0.7,2.5,50.4,3.9,2019
114,030262040260002,231,99.6,0.0,0.4,55.0,0.7,2019
116,030680020260001,146,97.3,0.0,0.7,50.7,6.1,2019
120,030680030260001,484,93.0,1.4,2.9,35.5,5.2,2019
124,030680120260001,389,93.3,1.3,2.3,57.8,6.5,2019
130,030680220260001,299,94.6,0.0,2.3,40.5,0.5,2019
132,040041000260001,1214,47.0,2.6,46.3,57.6,5.4,2019
133,040041000260002,1432,62.3,3.8,29.4,35.2,3.0,2019
142,040042000260003,478,69.2,1.5,23.2,41.6,2.4,2019
148,041011220220002,1533,73.5,4.3,13.3,50.1,5.5,2019
170,041012050250001,1818,28.5,41.1,19.7,61.6,9.5,2019
171,041012050250002,1799,29.7,27.7,27.5,65.5,8.3,2019
172,041012050250003,1786,37.7,24.4,26.8,50.8,6.5,2019
173,041012050250004,1715,24.4,21.0,46.2,69.2,8.8,2019
184,04101205025201C,314,12.7,56.1,25.5,36.0,3.3,2019
215,041012070160001,1990,84.6,1.9,7.4,18.9,2.2,2019
216,041013200260001,246,58.5,3.3,32.5,63.0,7.5,2019
221,041013210260001,250,89.6,0.8,5.6,26.4,2.3,2019
224,041013220260001,186,94.1,0.5,0.0,21.5,1.1,2019
227,041013230260001,465,82.6,6.5,5.6,0.6,2.7,2019
426,050162020170001,3514,45.7,27.3,18.4,36.5,2.6,2019
427,050162030170001,2963,79.9,0.6,4.9,4.2,0.8,2019
428,050162030170002,1015,78.9,0.6,5.1,2.6,0.2,2019
429,050162070170001,1852,38.3,5.0,20.4,41.6,0.8,2019
430,050162070170003,2391,85.5,0.6,8.2,6.4,0.6,2019
431,050162070170004,2078,43.3,3.4,39.7,31.9,1.1,2019
432,050162110170001,2334,46.9,4.3,17.5,27.9,1.2,2019
433,050162110170002,2576,54.1,2.5,10.4,15.1,0.9,2019
434,050162110170003,2566,38.3,5.0,46.1,55.0,2.2,2019
435,050162110170004,2095,48.5,5.5,23.3,32.8,1.4,2019
436,050162110170006,1959,31.3,11.9,32.4,50.6,1.7,2019
437,050162140170002,1944,40.9,1.9,44.0,28.7,2.1,2019
438,050162140170004,1898,70.9,1.6,14.4,11.6,0.6,2019
439,050162140170005,2133,74.8,1.2,13.1,6.8,0.8,2019
440,050162140170006,1739,26.7,2.5,63.1,36.6,1.9,2019
441,050162140170007,1863,50.5,3.1,36.3,20.7,2.1,2019
442,050162140170008,1981,57.8,1.9,28.2,15.5,1.6,2019
443,050162190170002,2068,38.0,8.6,13.9,32.0,1.9,2019
444,050162190170003,2464,43.3,4.7,14.3,30.1,1.5,2019
445,050162250170001,2023,56.0,0.3,3.9,4.8,0.9,2019
446,050162250170002,3078,47.7,1.1,10.3,18.0,1.2,2019
572,060162000130001,3398,55.6,19.7,11.9,19.2,2.4,2019
573,060162010170001,3476,1.2,1.5,95.9,90.9,6.5,2019
574,060162010170002,3569,8.5,7.0,81.5,80.5,5.5,2019
575,060162010170003,1242,3.1,2.0,94.0,93.7,1.3,2019
576,060162040170001,4050,72.0,3.5,20.2,11.8,0.9,2019
577,060162080170001,1636,53.0,5.2,36.6,11.7,1.4,2019
578,060162090170001,1660,1.4,40.8,55.9,45.8,7.2,2019
579,060162090170002,1852,1.8,43.1,53.1,25.3,5.3,2019
580,060162090170003,822,5.2,23.0,65.3,30.7,0.2,2019
581,060162120160001,1813,40.7,1.3,51.5,53.8,3.1,2019
582,060162120160002,1606,14.3,1.9,79.9,60.9,3.5,2019
583,060162340160001,839,68.2,0.0,23.5,30.4,1.2,2019
584,060164010260001,952,41.7,2.4,52.0,45.8,2.9,2019
818,070162050170001,1649,0.2,73.6,24.4,64.1,12.7,2019
819,070162050170002,1089,0.4,96.1,3.0,97.3,11.2,2019
820,070162050170003,1780,1.7,83.0,12.7,99.2,6.3,2019
821,070162060170001,1642,2.9,40.1,51.5,86.2,4.6,2019
822,070162060170002,1225,13.6,53.7,23.8,78.2,6.9,2019
823,070162100170001,1373,81.1,1.0,11.0,11.9,0.9,2019
824,070162150170001,1312,1.8,66.5,30.0,70.7,5.4,2019
825,070162150170002,1821,11.3,62.7,21.7,65.1,3.7,2019
827,070162170160001,1922,34.0,11.7,45.9,64.0,3.1,2019
828,070162180160001,1809,8.4,30.1,59.7,84.0,4.6,2019
829,070162180160004,1640,45.2,25.4,23.8,62.7,2.8,2019
830,070162180160007,1755,42.3,25.1,28.7,62.8,2.7,2019
831,070162200170001,1841,56.9,1.6,36.9,40.6,1.8,2019
833,070162270170002,1053,1.5,92.6,4.1,74.0,5.9,2019
835,070162280160001,1417,15.6,22.9,55.8,36.8,3.7,2019
836,070162280160002,970,45.3,24.6,20.5,28.9,4.6,2019
837,070162280160003,1146,0.4,90.4,4.6,55.6,6.3,2019
838,070162280160004,1362,54.7,13.9,22.5,28.5,1.6,2019
839,070162290160001,1841,59.0,6.5,31.9,39.6,2.7,2019
840,070162300130001,2816,75.4,5.5,10.5,12.4,1.1,2019
841,070162300130002,2272,74.0,4.2,16.9,33.4,1.7,2019
842,070162300130003,2211,74.4,4.7,12.7,17.6,1.1,2019
843,070162310160001,806,41.2,33.6,21.0,31.6,1.5,2019
844,070162330160001,2771,18.3,70.1,7.3,19.6,2.2,2019
845,07016901025001C,543,1.5,91.2,4.4,55.1,1.6,2019
846,080083080260001,321,92.8,0.0,3.7,33.3,3.4,2019
848,080083140260001,311,83.0,1.9,11.3,46.9,7.8,2019
851,080083990260002,152,97.4,0.0,0.0,21.7,3.8,2019
855,080431190220003,219,92.7,0.5,3.2,19.6,4.3,2019
858,080431200220002,236,80.5,0.8,15.7,29.2,3.2,2019
861,080432050260001,189,97.9,0.0,0.0,27.5,8.9,2019
863,080432060260003,176,97.2,0.0,1.7,36.9,1.6,2019
866,080432100260002,147,85.0,2.7,4.8,39.5,1.3,2019
869,080432110260002,69,92.8,0.0,0.0,30.4,1.4,2019
872,080891450220001,1138,53.2,23.5,10.5,60.3,9.5,2019
881,080892000260001,132,93.9,0.0,3.0,28.0,4.1,2019
884,080892010260001,378,91.5,1.1,4.0,27.0,3.6,2019
886,080892020260001,248,94.4,2.8,2.8,33.9,2.0,2019
889,080892030260001,105,99.0,0.0,1.0,15.2,0.9,2019
892,090100010260001,280,93.6,1.4,0.4,36.8,4.7,2019
894,090100030260001,937,87.2,1.1,4.7,18.1,2.8,2019
898,090100040260001,1396,35.2,37.8,10.2,55.7,7.1,2019
899,090100040260002,1291,44.2,26.6,14.8,47.9,6.3,2019
916,090100070260007,535,91.4,0.9,1.1,24.7,2.5,2019
920,090100080260001,159,94.3,1.9,0.0,33.3,7.7,2019
922,090101160220001,1210,34.5,36.8,14.0,64.5,6.3,2019
941,090101930170001,760,40.3,27.8,22.8,71.1,7.6,2019
945,090103050160001,453,93.6,0.9,0.9,4.9,1.7,2019
946,090270050260001,300,91.0,0.0,2.7,32.3,4.0,2019
949,090270100260001,462,92.0,1.3,4.5,38.5,5.8,2019
953,11012002C260001,379,94.7,0.8,1.8,29.6,4.2,2019
957,11012003C260001,165,96.4,0.0,2.4,56.4,1.9,2019
959,11012004C260001,394,96.2,0.5,1.8,50.8,5.1,2019
961,110150010260001,811,87.2,3.9,4.1,39.7,6.8,2019
967,110150020260001,954,88.1,3.9,4.1,47.4,3.0,2019
972,110150050260002,73,89.0,1.4,4.1,42.5,2.6,2019
974,110180030260001,336,95.2,1.2,0.9,4.2,3.3,2019
977,110180770260001,269,98.1,0.0,0.0,38.7,1.0,2019
980,110213010260001,287,93.0,1.0,2.8,33.8,2.7,2019
983,110213020260001,193,98.4,0.0,0.5,34.7,2.8,2019
986,110213050260001,322,93.5,1.6,2.5,39.1,2.3,2019
990,110213060260001,332,53.0,0.6,45.2,47.0,2.0,2019
992,110230010260001,183,95.6,0.0,0.0,47.0,6.3,2019
994,110230030260001,102,99.0,0.0,1.0,48.0,7.6,2019
998,110230060260001,100,94.0,1.0,2.0,38.0,4.7,2019
1005,110238000800001,559,95.0,0.0,0.9,43.5,4.5,2019
1006,110703000260004,304,94.1,0.7,1.6,39.1,2.5,2019
1009,110703020260001,157,96.2,0.0,0.0,43.3,3.3,2019
1012,110870010260002,145,97.9,0.0,0.0,40.0,5.5,2019
1014,11087003A260001,211,99.5,0.0,0.5,64.0,2.5,2019
1016,110870040260001,312,96.2,0.3,1.9,41.7,3.2,2019
1020,11087005A260001,110,100.0,0.0,0.0,29.1,5.2,2019
1022,110870210260001,223,93.7,3.6,0.0,34.5,2.4,2019
1026,120130100260002,51,94.1,3.9,2.0,58.8,9.4,2019
1029,120130250260001,191,97.4,0.0,0.5,40.8,9.3,2019
1031,120130350260001,352,93.2,0.0,2.0,40.1,6.9,2019
1034,120170010260001,108,91.7,0.0,1.9,47.2,3.6,2019
1036,120170020260001,460,90.9,1.1,3.7,38.3,2.3,2019
1040,120170030260001,85,100.0,0.0,0.0,40.0,3.3,2019
1042,120170040260001,173,95.4,0.6,1.7,40.5,5.6,2019
1044,120400010260001,453,97.6,0.0,1.3,36.6,2.7,2019
1048,120510100260001,409,95.4,0.0,1.2,56.7,4.6,2019
1051,120510200260008,319,94.0,0.3,2.5,48.0,6.5,2019
1054,120800010260001,721,91.5,0.4,3.7,41.2,5.4,2019
1057,130140010260001,307,91.2,2.0,1.3,38.8,7.7,2019
1060,130140030260006,379,89.4,0.5,5.8,25.3,5.1,2019
1072,130140710160001,600,98.0,0.0,1.8,19.0,2.4,2019
1075,130410010260001,111,97.3,1.8,0.0,31.5,6.1,2019
1091,130412010170001,1156,74.8,12.5,4.0,56.2,4.7,2019
1092,130412090270001,175,96.0,0.6,1.7,33.1,1.7,2019
1094,130413180270001,122,97.5,1.6,0.8,35.2,5.9,2019
1100,130581000260002,64,100.0,0.0,0.0,50.0,7.1,2019
1111,130582000170001,882,75.6,8.8,5.4,59.5,7.7,2019
1112,130584010260001,208,96.2,0.5,1.4,47.6,7.4,2019
1115,130585010260001,105,92.4,1.0,0.0,67.6,7.0,2019
1118,130586000160001,646,94.1,0.3,1.4,47.4,8.4,2019
1119,130587220260001,69,97.1,1.4,0.0,66.7,7.7,2019
1122,130950100260001,266,93.6,0.4,4.1,31.2,6.0,2019
1127,130950990160001,408,95.8,0.5,1.0,28.2,2.4,2019
1128,150162990250001,1289,16.1,11.2,58.7,75.3,3.4,2019
1129,150162990250003,828,0.5,60.7,38.4,90.0,13.9,2019
1130,150162990250006,481,1.2,35.6,63.0,85.0,1.3,2019
1131,150162990250011,651,0.8,12.9,86.2,97.4,12.9,2019
1132,150162990250012,203,0.0,96.6,2.0,92.6,21.6,2019
1133,150162990250013,739,2.3,21.5,75.1,94.5,12.4,2019
1134,150162990250014,1067,1.3,3.2,91.0,92.9,0.8,2019
1135,150162990250015,342,0.6,37.7,61.1,97.1,20.1,2019
1136,150162990250016,328,0.3,97.6,1.8,94.8,15.2,2019
1137,150162990250017,86,0.0,96.5,3.5,90.7,26.9,2019
1138,150162990250019,98,0.0,95.9,1.0,99.0,27.2,2019
1139,150162990250020,1691,1.9,6.5,90.8,95.5,8.1,2019
1140,150162990250021,776,0.0,98.6,1.0,96.8,8.3,2019
1141,150162990250022,1895,1.8,4.1,79.6,94.1,11.7,2019
1142,150162990250023,405,2.5,5.7,91.1,97.0,13.8,2019
1143,150162990250024,1588,20.0,3.1,74.5,66.2,7.8,2019
1144,150162990250025,1860,5.1,84.4,4.7,57.1,2.3,2019
1145,150162990250026,1383,13.0,10.3,70.4,72.3,4.5,2019
1146,150162990250027,4517,36.9,7.9,40.4,43.6,0.9,2019
1147,150162990250029,251,0.0,98.8,1.2,96.8,17.0,2019
1148,150162990250030,1486,16.8,13.5,38.5,86.5,6.4,2019
1149,150162990250031,1225,0.2,97.4,1.4,86.1,6.7,2019
1150,150162990250034,738,0.1,98.2,1.5,94.4,14.2,2019
1151,150162990250035,954,5.8,12.8,70.4,94.1,9.4,2019
1152,150162990250036,1607,5.4,9.9,81.8,88.6,8.1,2019
1153,150162990250037,1414,10.8,25.4,42.0,79.6,5.8,2019
1154,150162990250039,514,0.2,94.2,4.1,79.2,3.6,2019
1155,150162990250041,1227,8.9,15.8,71.4,82.9,9.4,2019
1156,150162990250042,654,7.0,39.4,34.9,88.1,7.1,2019
1157,150162990250043,3398,46.9,2.2,39.8,46.6,4.6,2019
1158,150162990250044,214,10.3,49.1,39.3,93.5,21.4,2019
1159,150162990250046,1772,16.4,9.8,57.6,66.3,1.0,2019
1160,150162990250047,2104,28.7,21.3,33.2,46.8,3.9,2019
1161,150162990250048,1435,4.8,4.8,88.5,85.8,5.5,2019
1162,150162990250049,358,5.0,47.8,44.7,89.7,8.4,2019
1163,150162990250052,428,0.7,73.4,24.1,86.7,4.7,2019
