schoolcode,totalenrolled,white,black,hispanic,lowincome,dropout
150162990250001,1165,11.2,12.4,58.8,86.2,0.2
150162990250003,769,0.9,49.4,48.9,94,1.3
150162990250006,500,0.8,41.4,57.4,92.6,0
150162990250011,830,0.5,11.7,87.6,98.8,2.2
150162990250012,226,0,99.1,0.4,98.2,0.4
150162990250013,838,3.3,19.9,74.9,95.7,8.5
150162990250014,1042,1.5,3.3,89.4,96.5,0
150162990250015,303,0.7,39.6,59.1,97.4,0
150162990250016,474,0.2,99.2,0.4,94.5,1.9
150162990250017,165,0,95.2,3.6,99.4,0
150162990250019,145,0.7,97.2,2.1,100,4.1
150162990250020,1755,2.3,7.3,89.6,96.9,1.1
150162990250021,719,0,98.2,0.8,98.6,0
150162990250022,2014,1.5,3.5,81.2,95.7,2.7
150162990250023,513,1.6,7,90.4,96.9,3.9
150162990250024,1647,23.4,3.6,70.7,72.9,1.8
150162990250025,1776,4.1,84.7,4.6,62.2,0
150162990250026,1297,12.9,10.6,70.5,81.7,0.8
150162990250027,4195,36.8,8.2,41,50.9,0
150162990250029,358,0,97.8,1.7,99.4,2.5
150162990250030,1472,20.2,11.9,35,86.4,0.2
150162990250031,1408,0.4,97.3,1.3,87.9,0.4
150162990250034,528,0.2,98.5,0.9,97.5,0
150162990250035,1191,5.5,14.6,70.4,96.1,2.3
150162990250036,1793,5.9,11.2,79.6,92.5,1.5
150162990250037,1415,10.6,26.4,43.9,82.4,1.1
150162990250039,638,0.6,93.7,3.9,80.1,0
150162990250041,1351,8.2,14.2,73.4,91.1,0.1
150162990250042,608,5.9,39.3,38,95.4,3
150162990250043,3267,47.3,2.6,40.1,57.1,0.6
150162990250044,272,9.2,59.9,26.8,95.2,2.9
150162990250046,1734,17,10.3,56.7,75.4,0
150162990250047,2133,27.7,20.8,35.5,54.6,0.2
150162990250048,1418,5.6,5.8,87.4,90.9,2.2
150162990250049,377,2.7,52.8,43.8,93.1,1.3
150162990250052,585,0.7,72.3,25,88.9,0.5
150162990250053,729,21.8,19.8,51.7,61.2,0.4
15016299025007C,248,0.8,92.7,6,92.7,0
15016299025009C,376,1.6,81.6,16.2,97.9,0.3
15016299025010C,324,0,98.8,0.9,88,1.5
15016299025012C,756,0.7,3.3,95.8,98.3,1.6
15016299025013C,365,0,97.5,1.6,80.8,0.5
15016299025015C,498,0.4,63.3,35.7,95.6,1.8
15016299025016C,272,0,98.9,0.7,87.1,0.4
15016299025019C,305,0,99,0.7,96.7,0
15016299025020C,129,0.8,0.8,97.7,96.1,48.1
15016299025022C,986,4.8,5.4,87.1,83.5,0.2
15016299025027C,285,2.8,76.1,19.3,94,2.5
15016299025028C,1007,0.5,2.8,95.9,94.3,0.2
15016299025029C,631,2.5,13.3,81.9,84.8,0.3
15016299025030C,545,0.2,73.6,24.8,94.3,1.7
15016299025031C,650,1.7,10.5,86,92.8,0.9
15016299025032C,1140,0,95.8,3.6,87.4,0.2
15016299025033C,904,1.9,25.8,68.6,86.2,0.3
15016299025034C,1142,0.3,31,68,89,0.4
15016299025035C,943,1,26.2,67.4,85.3,0
15016299025036C,859,0.1,96.5,2.2,96.6,2.2
15016299025037C,705,0,98.2,1.4,86.5,0.1
15016299025038C,541,0.4,93.3,5.7,95.6,0
15016299025039C,585,0,96.8,2.7,94.5,0
15016299025040C,387,0.8,86.8,10.1,96.1,2.1
15016299025041C,636,1.6,9.3,87.7,87.6,0.9
15016299025042C,812,1.8,12.7,84.5,90.1,0.4
15016299025043C,346,2.6,44.8,46.5,86.1,0
15016299025044C,173,1.2,1.7,91.9,92.5,0
15016299025046C,394,0,99.2,0.5,98.5,1.5
15016299025049C,731,1.2,20.2,74.8,96.2,1
15016299025050C,397,1,83.6,12.6,85.1,0.4
15016299025051C,477,0,97.7,0.8,96,0
150162990250526,901,0,97.1,2.3,97.2,0.4
15016299025052C,375,0,97.3,1.6,92.5,0.5
150162990250531,554,0.4,97.5,2.2,99.5,2.5
150162990250533,1817,38.9,15.8,28.4,41,0.2
150162990250534,1375,3.1,18.8,76.5,93.1,0.4
150162990250536,250,0.4,42.8,56,91.2,2
150162990250537,1319,0.1,98.5,1,91.7,0.1
15016299025053C,460,0.2,96.7,2.4,91.5,0.5
150162990250543,368,0,99.2,0.5,96.7,0.3
150162990250545,732,1.8,29.1,67.5,94.4,1.5
15016299025054C,196,0,96.4,3.6,96.9,45.4
15016299025055C,211,0,97.2,2.8,99.1,33.6
15016299025056C,195,1,3.6,93.8,100,66.2
15016299025057C,172,1.7,26.2,70.9,99.4,49.4
15016299025058C,148,0.7,92.6,6.8,98.6,62.2
15016299025059C,217,0,99.1,0.5,99.1,44.2
15016299025060C,184,0,98.9,0.5,97.8,40.2
150162990250616,170,0,95.9,3.5,94.7,0
150162990250617,2937,2.4,12.5,81.5,93.2,1.4
15016299025061C,183,0,99.5,0.5,98.9,65
15016299025062C,197,2,17.3,80.7,97.5,39.6
15016299025063C,426,1.9,87.8,8.5,93.2,57.7
15016299025064C,208,1.4,33.7,62,98.6,45.2
15016299025065C,216,0.9,8.3,90.7,99.1,45.4
15016299025066C,126,0,91.3,7.9,96.8,38.1
15016299025067C,329,0,94.2,5.5,99.7,4.3
15016299025068C,205,8.8,33.7,52.2,87.3,55.6
15016299025070C,153,0.7,83,15.7,97.4,53.6
15016299025071C,122,0,79.5,20.5,100,56.6
15016299025072C,257,1.2,92.6,5.1,99.6,49.4
15016299025073C,204,0,98,1,99,28.4
15016299025074C,420,1.2,2.6,95,96.7,3.1
150162990250763,625,0.2,99,0.6,98.4,0.2
150162990250764,2114,29,22.9,28.3,43.1,0.1
150162990250766,145,0,97.2,1.4,99.3,2.1
150162990250767,1589,0.6,2.9,94.4,96.7,1.6
150162990250772,718,35.8,41.6,19.4,45,0.4
150162990250779,887,2.1,1,94.9,91.2,0.8
150162990250788,921,0.7,82.1,16,73.5,0
150162990250794,1069,30.1,8.3,28.7,41.5,0
150162990250795,292,1.4,70.5,27.1,94.5,0
150162990250796,978,42.9,12.7,22.2,33.2,0.1
150162990250799,137,3.6,83.9,10.2,98.5,2.2
15016299025079C,335,2.7,1.5,93.7,96.4,0.3
150162990250803,540,0.6,22.2,75.4,95.9,0
150162990250818,158,1.3,0.6,97.5,92.4,9.9
150162990250820,547,21,14.4,58.3,81.2,1.6
150162990250824,310,0,73.9,25.5,97.1,2.6
150162990250825,959,0.9,14.1,83.9,95.9,0.9
150162990250826,413,0.2,93.2,6.1,99,1.2
150162990250827,540,0,97.4,2.4,90.9,0
150162990250828,571,8.6,11,73.6,87.7,0
150162990250829,299,2.3,81.9,13.4,96.3,1.7
15016299025082C,906,19.5,6.7,54.1,80.8,0.2
150162990250830,339,0.9,8.6,90.6,97.9,0.6
150162990250831,167,0,95.8,3.6,98.2,7.8
150162990250832,196,11.2,36.7,43.4,71.4,0
150162990250833,1292,1.9,71.5,24.4,67.2,0
150162990250834,371,0,97.6,1.9,94.6,0
150162990250835,306,0.7,14.7,84,96.1,2
150162990250836,257,0.4,15.6,82.9,95.3,2.4
150162990250837,409,0.7,1.5,97.3,95.1,0.5
15016299025083C,425,0,99.3,0.5,94.4,0.2
150162990250841,289,0,99.3,0.3,99.7,0
150162990250843,160,0,99.4,0,93.8,1.3
150162990250844,299,0,96.3,3.3,98.3,3
150162990250847,379,0,82.8,16.9,98.7,3.4
150162990250848,332,8.4,44.3,43.4,90.1,0.6
150162990250849,330,7.9,17.3,70.9,81.2,0.9
15016299025084C,377,0,99.5,0.3,97.3,0.3
150162990250850,272,2.6,75.4,20.6,92.6,1.1
150162990250851,601,17.5,44.8,28.5,55.2,0.2
150162990250855,715,23.6,34.8,33,53.1,0
150162990250856,234,0.4,97.9,0.9,95.7,0.4
150162990250857,1151,2.2,52.5,39.3,81.1,0
150162990250859,1138,0.8,5.2,93.4,94.8,0.1
15016299025085C,620,1.8,0.3,96.9,93.4,0.5
150162990250860,590,0.2,95.3,3.2,84.9,0.3
150162990250861,861,0.8,55.6,42.4,87,0
150162990250862,245,0,95.9,3.7,97.1,40.8
150162990250863,140,0.7,97.9,0.7,90,0.7
15016299025086C,629,0.5,1.4,97.9,95.9,0.2
15016299025101C,303,0,97.7,2.3,93.4,     
15016299025103C,322,0.3,98.1,0.6,94.7,     
15016299025107C,612,0.7,98,0.8,84.5,0
15016299025108C,295,0,99,0.7,82.4,     
15016299025109C,289,0,97.9,1,94.8,     
15016299025110C,536,2.2,3.2,89.4,98.1,     
15016299025201C,33,0,84.8,12.1,84.8,     
150162990252046,311,0,98.1,1.3,96.8,     
150162990252048,370,0,98.1,0.5,91.4,     
150162990252051,773,1.7,1.6,96.8,89.8,     
150162990252052,503,36.8,25,29.4,41.2,     
150162990252053,636,62.4,7.9,11.8,18.2,     
150162990252054,164,0,98.8,1.2,92.7,     
150162990252058,274,9.1,5.1,80.7,91.6,     
150162990252059,1425,6.9,26.5,44.7,91.3,     
150162990252062,581,59.2,3.4,26,25.5,     
150162990252063,296,0.7,98.3,0.3,97.3,     
150162990252066,316,0.6,97.2,0.9,80.1,     
150162990252067,723,2.5,1.4,94.7,95.2,     
150162990252068,430,0.9,96.7,2.1,96.5,     
150162990252069,437,0.2,97.9,1.6,98.6,     
15016299025206C,543,0.2,99.1,0.6,91.2,     
150162990252070,1057,10,2.9,77.2,86.6,     
150162990252072,511,0,96.5,2.9,98.6,     
150162990252078,1096,39.3,1.6,36.2,52.6,     
150162990252079,400,0.5,97.8,1.5,98.3,     
150162990252080,474,0.2,95.8,4,92.6,     
150162990252081,557,40.4,5.7,43.8,68.6,     
150162990252082,959,60.3,2.5,18.2,14.6,     
150162990252083,322,0.6,98.1,0,96.3,     
150162990252086,439,0,99.1,0.9,84.1,     
150162990252087,877,63.6,4.6,22.1,18.5,     
150162990252088,314,0.6,97.5,1.9,99.4,     
150162990252089,822,20.4,7.9,45.9,92.5,     
150162990252090,610,0.5,97.5,1.3,99,     
150162990252092,571,0.4,97.7,1.6,96.1,     
150162990252093,392,2.8,66.8,22.2,92.9,     
150162990252094,466,12.7,3.9,79.6,76.2,     
150162990252095,1099,41.7,1.6,51,70.7,     
150162990252096,291,1.4,69.8,28.5,97.9,     
150162990252097,284,1.8,90.8,6,98.6,     
150162990252098,209,0,97.6,1.9,99,     
150162990252100,595,0,98.3,0.7,98.8,     
150162990252101,778,25.8,5,41,84.6,     
150162990252102,930,1.8,6.8,89.8,96.8,     
150162990252103,429,0.5,97.4,1.6,99.1,     
150162990252104,530,60.8,3.4,22.6,17,     
150162990252105,526,0,96.8,2.7,96.4,     
150162990252106,606,0.2,3.3,96,97.5,     
150162990252107,509,0,96.5,2.9,84.9,     
150162990252108,441,39.2,8.6,44,43.3,     
150162990252109,476,3.2,1.3,95,92,     
150162990252110,538,0.4,91.1,7.8,98.1,     
150162990252112,649,36.5,1.1,61.3,59.3,     
150162990252113,260,0.4,98.8,0.4,96.9,     
150162990252118,781,0.9,29.3,69.1,99.1,     
150162990252119,850,52.2,0.9,40,53.9,     
150162990252120,652,0.5,97.9,1.2,81.9,     
150162990252122,497,0.4,93.8,5.2,87.9,     
150162990252123,419,0,94.7,4.8,94.7,     
150162990252126,412,70.6,10,15,25,     
150162990252127,388,0,96.6,2.1,97.4,     
150162990252128,367,0.5,95.1,3.3,97.5,     
150162990252129,595,21.2,5.4,55.6,70.4,     
150162990252130,448,4,2.5,92.2,94.9,     
150162990252132,608,7.7,13.2,75,92.8,     
150162990252133,607,5.1,3.6,83.2,87.8,     
150162990252134,1162,16.7,13.1,29,93.9,     
150162990252135,512,26.2,63.5,7,50.6,     
150162990252136,466,0,97.6,1.5,97,     
150162990252138,292,65.4,8.2,23.6,83.2,     
150162990252139,362,0,97.8,1.4,98.9,     
150162990252141,951,61.3,1.8,24.1,20.7,     
150162990252142,494,0.6,1.8,96.4,96.2,     
150162990252145,537,0.6,16.4,82.3,94,     
150162990252147,302,0.3,93.4,6.3,97.4,     
150162990252148,501,4,6.8,87.2,88.6,     
150162990252149,770,2.1,1.4,96.1,98.3,     
15016299025214C,479,8.4,45.5,19.4,89.6,     
150162990252150,1035,1,16.9,80.7,98.3,     
150162990252153,558,0.5,98.4,0.9,99.3,     
150162990252154,301,0,97,2.3,98.7,     
150162990252155,459,6.3,20.7,71.2,94.8,     
150162990252158,789,40.4,1.6,50.2,65.7,     
150162990252159,412,0,92.7,7,98.8,     
150162990252160,1559,21,41,22.5,60.7,     
150162990252161,578,0,99,0.3,84.3,     
150162990252167,732,30.2,2.9,65.7,57.5,     
150162990252169,414,0.5,97.1,1.9,96.1,     
150162990252172,344,40.1,6.1,38.1,30.5,     
150162990252173,255,1.2,95.7,2,98,     
150162990252175,623,0.3,97.6,1.4,99.2,     
150162990252177,246,0,98,2,87.8,     
150162990252179,428,0.5,97.7,1.9,98.4,     
15016299025217C,599,2.8,29.5,54.1,92.5,0
150162990252180,448,0,93.8,5.1,96.7,     
150162990252181,1421,2.3,3.7,93.7,96,     
150162990252182,796,78.9,1.3,15.3,15.8,     
150162990252183,515,66,1.9,15.3,11.7,     
150162990252184,2601,32.6,8.9,15.7,1.1,     
150162990252185,1516,2.4,0.9,95.2,94.6,     
150162990252187,618,0.2,97.6,2.1,97.6,     
15016299025218C,485,7.6,3.1,87.2,79.4,     
150162990252190,453,0,97.6,1.8,96.5,     
150162990252191,319,0,99.1,0.9,95.6,     
150162990252192,199,4,2.5,88.9,94,     
150162990252193,312,0,98.4,1.3,90.1,     
150162990252194,1204,3.4,1.9,93.1,93.7,     
150162990252195,295,0,98.3,1.7,99.3,     
150162990252198,635,39.1,2.5,40.8,66.5,     
15016299025219C,419,1,12.6,83.8,86.9,     
150162990252202,300,0,99.3,0.3,97,     
150162990252203,199,3,30.2,54.8,96.5,     
150162990252204,458,0,99.3,0.7,97.8,     
150162990252206,397,0,97.7,1,98,     
150162990252207,362,30.9,38.1,21,43.4,     
150162990252209,366,0.3,98.6,0.8,96.7,     
150162990252210,375,0.8,41.3,57.3,98.7,     
150162990252211,443,0.9,8.1,90.7,98,     
150162990252212,359,5.3,58.8,27.9,95.5,     
150162990252213,880,1.7,2.3,95.5,96,     
150162990252214,790,60.3,0.8,28.1,43.9,     
150162990252215,1109,1.3,0.1,98.1,96.7,     
15016299025221C,464,0,98.1,1.7,92.9,     
150162990252220,783,17.8,4.5,73.1,74.2,     
150162990252222,426,0,97.9,1.4,96.9,     
150162990252223,721,6.7,21.1,31.1,91.4,     
150162990252224,447,26.4,27.3,44.7,94.4,     
150162990252226,1221,9.8,1.6,84.8,89.8,     
150162990252227,613,9.8,17.8,68.5,85.3,     
150162990252229,550,4.5,2.9,88.9,94.2,     
150162990252230,351,0.6,98.3,1.1,98.3,     
150162990252231,334,0,98.8,1.2,97.6,     
150162990252232,464,8,1.5,89.2,83.8,     
150162990252235,664,0.2,11.1,2.3,92.9,     
150162990252236,503,0.4,98,1.2,95.2,     
150162990252239,975,25.1,1.1,71.7,73,     
150162990252240,475,64.2,7.2,20.4,20.4,     
150162990252241,607,1.2,8.7,89.1,97.7,     
150162990252242,455,2,7.3,90.5,96.7,     
150162990252244,328,3.7,86.9,7,78.7,     
150162990252246,423,0.2,98.1,0.9,98.3,     
150162990252247,954,5.3,3.8,84.9,97.6,     
150162990252249,575,51.7,9.4,21.6,21.2,     
15016299025224C,498,0.2,96,3.2,92.4,     
150162990252252,1038,10.9,17.1,43.6,88.6,     
150162990252254,1464,8.3,0.9,22.2,87,     
150162990252255,356,1.7,34,61.8,93.5,     
150162990252256,662,1.5,0.9,97.3,98.5,     
150162990252257,349,0.6,98.3,0.9,98.6,     
150162990252258,259,0,86.9,12.7,97.3,     
150162990252259,221,1.8,91,6.3,99.1,     
15016299025225C,652,14.7,51.5,19,73.3,1.8
150162990252260,545,7.3,3.5,84.2,95.6,     
150162990252263,651,0.2,98.2,1.4,99.2,     
150162990252265,1036,5.7,4.8,79.8,94.5,     
150162990252266,275,0,97.1,2.2,90.5,     
150162990252267,236,0,97.5,2.5,99.6,     
150162990252268,589,42.6,0.8,43.1,62.5,     
150162990252269,495,11.9,7.7,61,91.1,     
15016299025226C,440,0.2,88.9,10,96.1,     
150162990252270,200,0,97,2,98.5,     
150162990252273,492,0,96.5,2.4,97.8,     
150162990252275,248,0,97.6,1.6,84.7,     
150162990252276,267,0,98.1,1.5,99.3,     
150162990252280,861,0.2,0.6,98.6,92.1,     
150162990252281,471,0.8,76.6,19.7,91.5,     
150162990252283,561,16,31.2,31.4,42.4,     
150162990252284,334,21.3,12.3,59.6,64.1,     
150162990252285,873,30.9,4.8,32.4,73.9,     
150162990252287,235,0,97.4,1.7,99.6,     
150162990252288,436,0.2,95,4.6,98.4,     
150162990252289,355,2.5,11,84.2,79.7,     
15016299025228C,521,0,96.7,2.3,92.1,     
150162990252290,459,0.4,96.9,2,98.9,     
150162990252292,288,0.7,11.5,86.1,97.6,     
150162990252293,249,9.6,82.3,2.4,45,     
150162990252294,274,0.4,97.4,1.8,92,     
150162990252296,792,9.5,23.7,53.9,94.2,     
150162990252299,676,24.9,3.7,69.7,65.2,     
15016299025229C,459,6.8,4.4,87.4,71.5,     
150162990252300,309,0,98.7,1,82.5,     
150162990252303,231,3.9,13.4,80.1,92.2,     
150162990252304,276,0,97.1,2.2,94.6,     
150162990252306,562,32.9,30.2,20.6,33.1,     
150162990252309,295,0,98.6,1,99,     
15016299025230C,946,1.9,16.7,80.7,84.5,     
150162990252311,465,0.2,74,24.5,87.5,     
150162990252313,377,0,74.5,24.4,96.6,     
150162990252314,857,62.2,12.7,10,16.8,     
150162990252315,648,6.3,2,88.1,87.3,     
150162990252316,1149,0.8,2.1,96.1,96,     
150162990252317,1351,10.5,2.2,83.9,92.7,     
150162990252319,400,0.3,82.8,16.5,94.5,     
15016299025231C,212,0,99.5,0.5,87.7,     
150162990252321,498,1,19.5,79.5,97.4,     
150162990252323,1498,5.7,2.3,89.1,94.2,     
150162990252324,227,0.4,96.9,2.2,96.9,     
150162990252326,347,0.3,96.3,3.2,99.7,     
150162990252328,387,0,96.9,2.1,96.1,     
15016299025232C,1103,1.3,45.6,52.1,95.4,0
150162990252330,1149,0.7,34.9,63.8,97,     
150162990252331,787,0.8,8.1,90.7,92.6,     
150162990252334,364,0.8,98.4,0.8,98.4,     
150162990252337,719,68,9,15.9,16.8,     
150162990252339,363,15.7,37.2,38.3,90.1,     
15016299025233C,290,0.3,96.9,2.4,98.3,     
150162990252341,790,0.4,0.5,99.1,97.8,     
150162990252344,406,6.2,48,24.6,93.8,     
150162990252345,196,1,91.3,1.5,35.7,     
150162990252346,798,0.9,80.5,18,96.7,     
150162990252349,726,8.8,6.7,76.9,86.4,     
150162990252352,498,0.2,99,0.6,99,     
150162990252353,398,32.4,12.8,50,57,     
150162990252354,377,0,98.7,0.3,95,     
150162990252355,890,2,1.9,95.1,98,     
150162990252356,501,3.2,13.4,80.8,93,     
150162990252357,746,0.8,38.7,60.3,97.5,     
150162990252358,714,11.3,3.1,83.3,55.3,     
15016299025235C,276,1.4,3.3,94.9,94.9,     
150162990252361,1106,83.5,1.5,12.9,16.8,     
150162990252362,257,0,99.2,0.8,95.7,     
150162990252363,707,1.8,4.4,93.4,98.2,     
150162990252365,553,13.7,2.5,77.6,79,     
150162990252366,520,1.3,88.3,5,56.7,     
150162990252367,349,0,99.7,0,96.8,     
150162990252368,326,0.6,93.9,4.3,98.8,     
150162990252369,277,0.4,97.8,1.8,94.6,     
15016299025236C,313,0,98.7,1.3,92.7,     
150162990252370,815,56.2,11.2,16.1,27.6,     
150162990252371,572,17.7,44.2,27.6,60.8,     
150162990252372,458,0,99.3,0.4,99.6,     
150162990252373,1266,0.6,0.6,98.4,96.4,     
150162990252374,877,1.1,1.6,96.1,97.4,     
150162990252375,878,0.6,13.1,85.8,97.2,     
150162990252376,409,59.2,1.5,30.6,20,     
150162990252380,836,45.2,14.8,16.4,24.2,     
150162990252381,458,0,99.8,0.2,97.8,     
150162990252382,643,0.2,97.7,1.4,98.4,     
150162990252383,639,64.3,0.9,28.8,38,     
150162990252384,728,66.8,1.6,21.3,27.2,     
150162990252385,601,1.2,54.2,42.9,99.5,     
150162990252386,493,2,24.1,71.8,93.7,     
150162990252387,400,0,91.5,7.3,98.8,     
150162990252389,263,0.8,92.4,6.1,60.8,     
15016299025238C,419,0,98.3,1.4,95.9,     
150162990252391,826,28.5,1.6,48.8,83.5,     
150162990252392,548,0.2,98.2,1.6,98.4,     
150162990252394,319,0,98.7,0.6,98.4,     
150162990252395,242,0,98.8,0.8,97.9,     
150162990252396,751,2.7,0.8,95.3,93.3,     
150162990252398,985,1.3,0.4,97.7,95,     
150162990252399,1024,24.8,10.6,52.9,65.3,     
150162990252400,351,0.3,90.3,8.8,99.7,     
150162990252401,366,0,98.9,0.8,97.5,     
150162990252402,619,0.8,95.2,2.3,79.5,     
150162990252403,870,26.1,4.4,37.9,75.2,     
150162990252404,468,2.6,2.6,94.9,98.3,     
150162990252405,285,0,97.9,1.1,92.3,     
150162990252406,143,0.7,34.3,62.9,96.5,     
150162990252409,926,26.7,2.3,64.8,79.7,     
15016299025240C,665,0.5,33.8,65.1,97.3,0
150162990252410,374,36.1,12.8,39.8,46.8,     
150162990252412,704,47.6,2.1,40.5,69.2,     
150162990252413,903,17.4,1.4,77,74.8,     
150162990252414,346,0.9,87.3,11,95.4,     
150162990252416,547,40.6,10.2,38.4,45,     
150162990252417,701,16.1,63.1,8.4,58.3,     
150162990252419,238,0.4,95.8,1.7,99.6,     
15016299025241C,251,0,89.6,10,91.2,     
150162990252421,997,3,0.5,94.2,94.4,     
150162990252422,845,18.7,2.5,72.7,84.6,     
150162990252423,218,0,98.6,0.5,99.5,     
150162990252426,776,16.1,16.4,39,77.4,     
150162990252428,400,0,98.3,1.5,99,     
150162990252429,390,0,100,0,98.7,     
15016299025242C,209,0,98.6,1.4,95.7,0
150162990252434,584,51,2.4,23.5,31.7,     
150162990252435,1649,1.2,0.5,97.9,95.8,     
150162990252436,459,9.8,40.1,42.7,74.9,     
150162990252437,276,0,98.2,1.4,96.7,     
150162990252438,798,6.1,1.6,87.2,97,     
150162990252442,204,0,97.5,2,97.5,     
150162990252444,839,2.6,2,93.7,95.1,     
150162990252446,736,1.5,0.1,97.8,99,     
15016299025244C,271,0.7,94.5,1.8,93,     
150162990252451,563,21.3,17.4,21.7,50.1,     
150162990252452,566,2.3,49.3,47.2,97.2,     
150162990252453,280,0.4,93.2,6.1,99.3,     
150162990252454,324,0,95.4,4.6,99.7,     
150162990252455,948,2.4,0.5,96.6,99.2,     
150162990252456,356,3.7,90.7,3.9,79.5,     
150162990252457,468,0.2,96.8,2.8,97.9,     
150162990252458,1058,26.3,33.9,10.3,25.3,     
150162990252459,989,31.3,1.9,61.8,77.8,     
15016299025245C,179,0.6,84.4,15.1,100,     
150162990252460,428,0.2,94.2,4.9,96.7,     
150162990252461,355,43.7,3.1,13.5,57.5,     
150162990252462,680,0.3,97.2,2.2,97.9,     
150162990252464,434,0,96.5,3,95.6,     
150162990252465,1261,3.3,5.3,90.2,89.1,     
150162990252468,626,33.4,21.1,18.4,53.5,     
150162990252469,588,1,0.5,98.3,98.8,     
15016299025246C,694,3.3,11.4,82.1,75.6,     
150162990252472,691,1.3,7.2,90.4,97.7,     
150162990252474,452,1.3,76.1,21.7,99.6,     
150162990252475,262,0,98.5,1.5,93.9,     
150162990252476,612,31,61.1,5.6,44,     
150162990252477,676,14.9,27.5,31.8,85.8,     
150162990252478,525,7.4,7.6,82.5,81.5,     
150162990252479,339,0.3,98.2,1.2,94.7,     
15016299025247C,1351,0.1,99.2,0.6,92.4,0
150162990252480,487,2.7,9.4,86.9,97.9,     
150162990252484,332,1.5,78,20.2,99.1,     
150162990252486,839,32.1,10,47.9,48.6,     
150162990252487,343,0,95.9,3.2,98.3,     
150162990252488,1062,1.3,1.7,96.3,95.7,     
15016299025248C,419,0.5,48.9,48.4,93.6,     
150162990252490,1146,14,1.1,84.1,85.5,     
150162990252491,287,0,98.6,1.4,71.4,     
150162990252492,347,0,99.4,0.3,98.6,     
150162990252494,911,6.7,3.1,65.1,93.1,     
150162990252497,284,0,98.9,0.4,90.5,     
150162990252498,563,0.2,97.7,1.8,96.1,     
15016299025249C,479,0,98.3,0.6,94.8,     
150162990252500,359,1.4,9.2,87.5,87.5,     
150162990252501,553,7.2,15.2,10.5,83.2,     
150162990252502,273,0,98.9,1.1,97.1,     
150162990252503,885,7.3,1.1,90.5,76.8,     
150162990252504,629,49.9,3.2,37.4,41.5,     
150162990252505,303,0,98.3,1,87.8,     
150162990252506,500,0.4,96.2,3.2,99.4,     
150162990252507,420,0,97.6,1.9,98.1,     
150162990252510,741,26.5,29.4,32.8,48.9,     
150162990252512,301,0.3,99.3,0.3,93.4,     
150162990252513,1034,0.9,0.2,98.7,98,     
150162990252514,268,0.7,0.4,98.9,97.4,     
150162990252516,487,59.8,4.1,20.5,15,     
15016299025251C,531,0.9,7.2,91.3,90.2,     
150162990252521,341,0,96.2,2.9,97.4,     
150162990252525,858,0.2,85.9,12.1,98,     
15016299025252C,484,0,97.3,1.2,91.1,     
150162990252542,498,1.6,15.5,79.1,86.7,     
15016299025254C,556,19.1,5.8,67.1,56.5,     
15016299025255C,531,0.2,97.9,0.6,92.7,     
15016299025258C,360,3.3,94.4,0.8,66.9,     
150162990252597,1044,0.9,1.5,96.9,97.2,     
15016299025259C,383,0.5,5.2,93.7,98.4,     
150162990252603,871,69.6,3.1,15.4,79.4,     
150162990252605,598,0.2,95.5,3.3,97.7,     
15016299025260C,287,0,0.3,99.3,95.1,     
150162990252617,354,0,99.2,0.6,95.8,     
150162990252618,367,0.3,95.6,2.7,93.2,     
15016299025261C,558,1.1,0.5,97.7,93.2,     
150162990252620,462,0.2,96.1,2.6,98.3,     
150162990252622,366,18.6,5.5,75.1,64.8,     
15016299025262C,284,0,0.7,99.3,96.8,     
150162990252634,396,0.8,86.6,11.6,98.5,     
150162990252636,419,0.5,84.5,14.1,96.7,     
150162990252637,171,0,97.1,1.2,94.2,     
15016299025263C,575,0,0.5,99,96.9,     
15016299025264C,622,1.3,0,98.2,91.5,     
15016299025266C,548,0.2,0.4,98.7,94.5,     
15016299025267C,279,1.4,2.2,95.7,93.9,     
15016299025268C,568,1.1,3.7,94.7,91.7,     
150162990252700,247,2.8,58.7,34.4,90.7,     
150162990252703,841,2.3,0.7,96.6,95.8,     
150162990252704,310,0,96.1,3.5,98.4,     
150162990252706,365,1.1,32.3,64.7,85.8,     
15016299025270C,571,0.4,0.7,98.6,97.5,     
150162990252714,466,0.4,98.7,0.9,97,     
150162990252724,128,0,99.2,0.8,96.9,     
150162990252726,1510,1.9,1.3,96,96,     
150162990252729,180,0.6,98.3,1.1,87.8,     
15016299025272C,447,0,97.8,2,95.1,     
150162990252737,168,0,96.4,2.4,95.2,     
150162990252739,240,30,34.6,10.8,22.1,     
15016299025273C,435,0.2,94.3,5.3,97,     
150162990252743,250,0,96,1.6,72.4,     
15016299025274C,492,0.4,88,11.4,89.6,     
15016299025275C,495,0,99.8,0.2,86.5,     
150162990252766,352,0.3,98.3,0.6,98.9,     
150162990252767,509,0.4,93.5,5.1,99.4,     
150162990252768,357,0,99.4,0.3,98,     
15016299025276C,361,0.3,94.5,4.7,91.1,     
150162990252773,234,0,98.7,0.9,96.6,     
150162990252775,403,0,98.5,0.7,96.3,     
15016299025277C,746,0.3,84.9,13.7,94.5,     
150162990252783,611,0.3,3.6,95.3,97.4,     
150162990252785,563,0,97.5,2.3,95.9,     
15016299025278C,781,0.5,95.1,2.7,89.2,     
150162990252799,556,0,95,4.3,98.9,     
150162990252800,1337,0.4,96.9,1.8,85,     
150162990252802,409,0.2,98.8,0.7,97.1,     
150162990252804,405,0,99.5,0.2,99.3,     
